CaI	IP3	CaS	g	C	D	Robustness
0.1	0.05	1100.0	0.0	0.865625	2.40625	-87.62193
0.1	0.05	1100.0	0.0	0.865625	2.421875	-87.86609
0.1	0.05	1100.0	0.0	0.865625	2.4375	-87.828606
0.1	0.05	1100.0	0.0	0.865625	2.453125	-87.85943
0.1	0.05	1100.0	0.0	0.865625	2.46875	-88.00965
0.1	0.05	1100.0	0.0	0.865625	2.484375	-87.96567
0.1	0.05	1100.0	0.0	0.865625	2.5	-88.16883
0.1	0.05	1100.0	0.0	0.88125	1.5	-0.010242999
0.1	0.05	1100.0	0.0	0.88125	1.515625	-0.009498119
0.1	0.05	1100.0	0.0	0.88125	1.53125	-0.002706319
0.1	0.05	1100.0	0.0	0.88125	1.546875	-0.0018311143
0.1	0.05	1100.0	0.0	0.88125	1.5625	0.0030146241
0.1	0.05	1100.0	0.0	0.88125	1.578125	0.005199164
0.1	0.05	1100.0	0.0	0.88125	1.59375	0.009424806
0.1	0.05	1100.0	0.0	0.88125	1.609375	0.013238668
0.1	0.05	1100.0	0.0	0.88125	1.625	0.017974332
0.1	0.05	1100.0	0.0	0.88125	1.640625	0.02018316
0.1	0.05	1100.0	0.0	0.88125	1.65625	0.022335589
0.1	0.05	1100.0	0.0	0.88125	1.671875	0.024434581
0.1	0.05	1100.0	0.0	0.88125	1.6875	0.026479006
0.1	0.05	1100.0	0.0	0.88125	1.703125	0.030398458
0.1	0.05	1100.0	0.0	0.88125	1.71875	0.028736174
0.1	0.05	1100.0	0.0	0.88125	2.28125	-86.59807
0.1	0.05	1100.0	0.0	0.88125	2.296875	-86.97309
0.1	0.05	1100.0	0.0	0.88125	2.3125	-86.95455
0.1	0.05	1100.0	0.0	0.88125	2.328125	-87.288826
0.1	0.05	1100.0	0.0	0.88125	2.34375	-87.26622
0.1	0.05	1100.0	0.0	0.88125	2.359375	-87.24271
0.1	0.05	1100.0	0.0	0.88125	2.375	-87.53857
0.1	0.05	1100.0	0.0	0.88125	2.390625	-87.50992
0.1	0.05	1100.0	0.0	0.88125	2.40625	-87.47979
0.1	0.05	1100.0	0.0	0.88125	2.421875	-87.743484
0.1	0.05	1100.0	0.0	0.88125	2.4375	-87.70797
0.1	0.05	1100.0	0.0	0.88125	2.453125	-87.67093
0.1	0.05	1100.0	0.0	0.88125	2.46875	-87.90787
0.1	0.05	1100.0	0.0	0.88125	2.484375	-87.866
0.1	0.05	1100.0	0.0	0.88125	2.5	-87.82257
0.1	0.05	1100.0	0.0	0.896875	1.5	-0.023141235
0.1	0.05	1100.0	0.0	0.896875	1.515625	-0.018110216
0.1	0.05	1100.0	0.0	0.896875	1.53125	-0.012147576
0.1	0.05	1100.0	0.0	0.896875	1.546875	-0.006856546
0.1	0.05	1100.0	0.0	0.896875	1.5625	-0.0015251338
0.1	0.05	1100.0	0.0	0.896875	1.578125	5.4895878E-5
0.1	0.05	1100.0	0.0	0.896875	1.59375	0.0040890127
0.1	0.05	1100.0	0.0	0.896875	1.609375	0.006454706
0.1	0.05	1100.0	0.0	0.896875	1.625	0.00913091
0.1	0.05	1100.0	0.0	0.896875	1.640625	0.012383372
0.1	0.05	1100.0	0.0	0.896875	1.65625	0.018374711
0.1	0.05	1100.0	0.0	0.896875	1.671875	0.02046676
0.1	0.05	1100.0	0.0	0.896875	1.6875	0.022512242
0.1	0.05	1100.0	0.0	0.896875	1.703125	0.024509534
0.1	0.05	1100.0	0.0	0.896875	2.296875	-86.36244
0.1	0.05	1100.0	0.0	0.896875	2.3125	-86.7619
0.1	0.05	1100.0	0.0	0.896875	2.328125	-86.73915
0.1	0.05	1100.0	0.0	0.896875	2.34375	-87.09476
0.1	0.05	1100.0	0.0	0.896875	2.359375	-87.069565
0.1	0.05	1100.0	0.0	0.896875	2.375	-87.04472
0.1	0.05	1100.0	0.0	0.896875	2.390625	-87.35969
0.1	0.05	1100.0	0.0	0.896875	2.40625	-87.33028
0.1	0.05	1100.0	0.0	0.896875	2.421875	-87.322525
0.1	0.05	1100.0	0.0	0.896875	2.4375	-87.58015
0.1	0.05	1100.0	0.0	0.896875	2.453125	-87.54491
0.1	0.05	1100.0	0.0	0.896875	2.46875	-87.799484
0.1	0.05	1100.0	0.0	0.896875	2.484375	-87.75925
0.1	0.05	1100.0	0.0	0.896875	2.5	-87.71776
0.1	0.05	1100.0	0.0	0.9125	1.5	-0.026921943
0.1	0.05	1100.0	0.0	0.9125	1.515625	-0.024538904
0.1	0.05	1100.0	0.0	0.9125	1.53125	-0.019010037
0.1	0.05	1100.0	0.0	0.9125	1.546875	-0.015644297
0.1	0.05	1100.0	0.0	0.9125	1.5625	-0.012563288
0.1	0.05	1100.0	0.0	0.9125	1.578125	-0.0063949525
0.1	0.05	1100.0	0.0	0.9125	1.59375	-0.0046413243
0.1	0.05	1100.0	0.0	0.9125	1.609375	0.0018146783
0.1	0.05	1100.0	0.0	0.9125	1.625	0.005103931
0.1	0.05	1100.0	0.0	0.9125	1.640625	0.007488787
0.1	0.05	1100.0	0.0	0.9125	1.65625	0.009820506
0.1	0.05	1100.0	0.0	0.9125	1.671875	0.013156816
0.1	0.05	1100.0	0.0	0.9125	1.6875	0.018756777
0.1	0.05	1100.0	0.0	0.9125	2.3125	-86.128006
0.1	0.05	1100.0	0.0	0.9125	2.328125	-86.55234
0.1	0.05	1100.0	0.0	0.9125	2.34375	-86.52252
0.1	0.05	1100.0	0.0	0.9125	2.359375	-86.900024
0.1	0.05	1100.0	0.0	0.9125	2.375	-86.870605
0.1	0.05	1100.0	0.0	0.9125	2.390625	-86.8425
0.1	0.05	1100.0	0.0	0.9125	2.40625	-87.17747
0.1	0.05	1100.0	0.0	0.9125	2.421875	-87.146286
0.1	0.05	1100.0	0.0	0.9125	2.4375	-87.44795
0.1	0.05	1100.0	0.0	0.9125	2.453125	-87.41278
0.1	0.05	1100.0	0.0	0.9125	2.46875	-87.37692
0.1	0.05	1100.0	0.0	0.9125	2.484375	-87.646774
0.1	0.05	1100.0	0.0	0.9125	2.5	-87.60651
0.1	0.05	1100.0	0.0	0.928125	1.5	-0.04268673
0.1	0.05	1100.0	0.0	0.928125	1.515625	-0.034494966
0.1	0.05	1100.0	0.0	0.928125	1.53125	-0.026426733
0.1	0.05	1100.0	0.0	0.928125	1.546875	-0.023619592
0.1	0.05	1100.0	0.0	0.928125	1.5625	-0.016215324
0.1	0.05	1100.0	0.0	0.928125	1.578125	-0.016179562
0.1	0.05	1100.0	0.0	0.928125	1.59375	-0.010561153
0.1	0.05	1100.0	0.0	0.928125	1.609375	-0.007813752
0.1	0.05	1100.0	0.0	0.928125	1.625	-0.0025695562
0.1	0.05	1100.0	0.0	0.928125	1.640625	0.0034520626
0.1	0.05	1100.0	0.0	0.928125	1.65625	0.003540516
0.1	0.05	1100.0	0.0	0.928125	1.671875	0.008294731
0.1	0.05	1100.0	0.0	0.928125	2.328125	-85.89881
0.1	0.05	1100.0	0.0	0.928125	2.34375	-86.347435
0.1	0.05	1100.0	0.0	0.928125	2.359375	-86.30789
0.1	0.05	1100.0	0.0	0.928125	2.375	-86.70723
0.1	0.05	1100.0	0.0	0.928125	2.390625	-86.671135
0.1	0.05	1100.0	0.0	0.928125	2.40625	-86.92879
0.1	0.05	1100.0	0.0	0.928125	2.421875	-86.99354
0.1	0.05	1100.0	0.0	0.928125	2.4375	-86.95924
0.1	0.05	1100.0	0.0	0.928125	2.453125	-87.27887
0.1	0.05	1100.0	0.0	0.928125	2.46875	-87.24205
0.1	0.05	1100.0	0.0	0.928125	2.484375	-87.20472
0.1	0.05	1100.0	0.0	0.928125	2.5	-87.490814
0.1	0.05	1100.0	0.0	0.94375	1.5	-0.062272877
0.1	0.05	1100.0	0.0	0.94375	1.515625	-0.0536772
0.1	0.05	1100.0	0.0	0.94375	1.53125	-0.046129704
0.1	0.05	1100.0	0.0	0.94375	1.546875	-0.036868513
0.1	0.05	1100.0	0.0	0.94375	1.5625	-0.028646499
0.1	0.05	1100.0	0.0	0.94375	1.578125	-0.020545453
0.1	0.05	1100.0	0.0	0.94375	1.59375	-0.017005533
0.1	0.05	1100.0	0.0	0.94375	1.609375	-0.013089269
0.1	0.05	1100.0	0.0	0.94375	1.625	-0.008694962
0.1	0.05	1100.0	0.0	0.94375	1.640625	-0.0069716573
0.1	0.05	1100.0	0.0	0.94375	1.65625	-0.0016925335
0.1	0.05	1100.0	0.0	0.94375	2.34375	-85.679565
0.1	0.05	1100.0	0.0	0.94375	2.359375	-86.15166
0.1	0.05	1100.0	0.0	0.94375	2.375	-86.099335
0.1	0.05	1100.0	0.0	0.94375	2.390625	-86.51959
0.1	0.05	1100.0	0.0	0.94375	2.40625	-86.4746
0.1	0.05	1100.0	0.0	0.94375	2.421875	-86.51706
0.1	0.05	1100.0	0.0	0.94375	2.4375	-86.81
0.1	0.05	1100.0	0.0	0.94375	2.453125	-86.77063
0.1	0.05	1100.0	0.0	0.94375	2.46875	-87.108864
0.1	0.05	1100.0	0.0	0.94375	2.484375	-87.06888
0.1	0.05	1100.0	0.0	0.94375	2.5	-87.37443
0.1	0.05	1100.0	0.0	0.959375	1.5	-0.08495355
0.1	0.05	1100.0	0.0	0.959375	1.515625	-0.07386106
0.1	0.05	1100.0	0.0	0.959375	1.53125	-0.065006495
0.1	0.05	1100.0	0.0	0.959375	1.546875	-0.049592167
0.1	0.05	1100.0	0.0	0.959375	1.5625	-0.031883776
0.1	0.05	1100.0	0.0	0.959375	1.578125	-0.033673406
0.1	0.05	1100.0	0.0	0.959375	1.59375	-0.02622044
0.1	0.05	1100.0	0.0	0.959375	1.609375	-0.022545934
0.1	0.05	1100.0	0.0	0.959375	1.625	-0.017330736
0.1	0.05	1100.0	0.0	0.959375	1.640625	-0.010168463
0.1	0.05	1100.0	0.0	0.959375	2.359375	-85.47522
0.1	0.05	1100.0	0.0	0.959375	2.375	-85.74167
0.1	0.05	1100.0	0.0	0.959375	2.390625	-85.900856
0.1	0.05	1100.0	0.0	0.959375	2.40625	-85.967155
0.1	0.05	1100.0	0.0	0.959375	2.421875	-86.284195
0.1	0.05	1100.0	0.0	0.959375	2.4375	-86.23263
0.1	0.05	1100.0	0.0	0.959375	2.453125	-86.62944
0.1	0.05	1100.0	0.0	0.959375	2.46875	-86.58297
0.1	0.05	1100.0	0.0	0.959375	2.484375	-86.93977
0.1	0.05	1100.0	0.0	0.959375	2.5	-86.89486
0.1	0.05	1100.0	0.0	0.975	1.5	-0.08974627
0.1	0.05	1100.0	0.0	0.975	1.515625	-0.09038153
0.1	0.05	1100.0	0.0	0.975	1.53125	-0.071284086
0.1	0.05	1100.0	0.0	0.975	1.546875	-0.07232964
0.1	0.05	1100.0	0.0	0.975	1.5625	-0.053635716
0.1	0.05	1100.0	0.0	0.975	1.578125	-0.03886938
0.1	0.05	1100.0	0.0	0.975	1.59375	-0.03677553
0.1	0.05	1100.0	0.0	0.975	1.609375	-0.027211964
0.1	0.05	1100.0	0.0	0.975	1.625	-0.023145258
0.1	0.05	1100.0	0.0	0.975	2.375	-85.2907
0.1	0.05	1100.0	0.0	0.975	2.390625	-85.19269
0.1	0.05	1100.0	0.0	0.975	2.40625	-85.71686
0.1	0.05	1100.0	0.0	0.975	2.421875	-85.63837
0.1	0.05	1100.0	0.0	0.975	2.4375	-86.103966
0.1	0.05	1100.0	0.0	0.975	2.453125	-86.03912
0.1	0.05	1100.0	0.0	0.975	2.46875	-86.45546
0.1	0.05	1100.0	0.0	0.975	2.484375	-86.39911
0.1	0.05	1100.0	0.0	0.975	2.5	-86.77388
0.1	0.05	1100.0	0.0	0.990625	1.5	-0.11605653
0.1	0.05	1100.0	0.0	0.990625	1.515625	-0.09707293
0.1	0.05	1100.0	0.0	0.990625	1.53125	-0.09632078
0.1	0.05	1100.0	0.0	0.990625	1.546875	-0.077994585
0.1	0.05	1100.0	0.0	0.990625	1.5625	-0.07736617
0.1	0.05	1100.0	0.0	0.990625	1.578125	-0.059411556
0.1	0.05	1100.0	0.0	0.990625	1.59375	-0.059208512
0.1	0.05	1100.0	0.0	0.990625	1.609375	-0.041297644
0.1	0.05	1100.0	0.0	0.990625	2.390625	-84.36737
0.1	0.05	1100.0	0.0	0.990625	2.40625	-85.00735
0.1	0.05	1100.0	0.0	0.990625	2.421875	-85.552124
0.1	0.05	1100.0	0.0	0.990625	2.4375	-85.45302
0.1	0.05	1100.0	0.0	0.990625	2.453125	-85.93763
0.1	0.05	1100.0	0.0	0.990625	2.46875	-85.85671
0.1	0.05	1100.0	0.0	0.990625	2.484375	-86.291275
0.1	0.05	1100.0	0.0	0.990625	2.5	-86.222565
0.1	0.05	1100.0	0.0	1.00625	1.5	-0.13003501
0.1	0.05	1100.0	0.0	1.00625	1.515625	-0.11995587
0.1	0.05	1100.0	0.0	1.00625	1.53125	-0.10999343
0.1	0.05	1100.0	0.0	1.00625	1.546875	-0.102739066
0.1	0.05	1100.0	0.0	1.00625	1.5625	-0.09044075
0.1	0.05	1100.0	0.0	1.00625	1.578125	-0.08293077
0.1	0.05	1100.0	0.0	1.00625	1.59375	-0.071377546
0.1	0.05	1100.0	0.0	1.00625	2.40625	-84.18524
0.1	0.05	1100.0	0.0	1.00625	2.421875	-84.84899
0.1	0.05	1100.0	0.0	1.00625	2.4375	-84.70793
0.1	0.05	1100.0	0.0	1.00625	2.453125	-85.28861
0.1	0.05	1100.0	0.0	1.00625	2.46875	-85.17579
0.1	0.05	1100.0	0.0	1.00625	2.484375	-85.69044
0.1	0.05	1100.0	0.0	1.00625	2.5	-85.59851
0.1	0.05	1100.0	0.0	1.021875	1.5	-0.13411674
0.1	0.05	1100.0	0.0	1.021875	1.515625	-0.13199905
0.1	0.05	1100.0	0.0	1.021875	1.53125	-0.11340132
0.1	0.05	1100.0	0.0	1.021875	1.546875	-0.110257715
0.1	0.05	1100.0	0.0	1.021875	1.5625	-0.09316361
0.1	0.05	1100.0	0.0	1.021875	1.578125	-0.08922756
0.1	0.05	1100.0	0.0	1.021875	2.421875	-84.04066
0.1	0.05	1100.0	0.0	1.021875	2.4375	-83.837036
0.1	0.05	1100.0	0.0	1.021875	2.453125	-84.55101
0.1	0.05	1100.0	0.0	1.021875	2.46875	-84.390305
0.1	0.05	1100.0	0.0	1.021875	2.484375	-85.01188
0.1	0.05	1100.0	0.0	1.021875	2.5	-85.544044
0.1	0.05	1100.0	0.0	1.0375	1.5	-0.15888658
0.1	0.05	1100.0	0.0	1.0375	1.515625	-0.1481627
0.1	0.05	1100.0	0.0	1.0375	1.53125	-0.14049545
0.1	0.05	1100.0	0.0	1.0375	1.546875	-0.12701544
0.1	0.05	1100.0	0.0	1.0375	1.5625	-0.11796221
0.1	0.05	1100.0	0.0	1.0375	2.4375	-82.791435
0.1	0.05	1100.0	0.0	1.0375	2.453125	-83.69594
0.1	0.05	1100.0	0.0	1.0375	2.46875	-83.46323
0.1	0.05	1100.0	0.0	1.0375	2.484375	-84.235306
0.1	0.05	1100.0	0.0	1.0375	2.5	-84.87605
0.1	0.05	1100.0	0.0	1.053125	1.5	-0.1643404
0.1	0.05	1100.0	0.0	1.053125	1.515625	-0.15337345
0.1	0.05	1100.0	0.0	1.053125	1.53125	-0.15120241
0.1	0.05	1100.0	0.0	1.053125	1.546875	-0.13162991
0.1	0.05	1100.0	0.0	1.053125	2.453125	-82.68028
0.1	0.05	1100.0	0.0	1.053125	2.46875	-82.33698
0.1	0.05	1100.0	0.0	1.053125	2.484375	-83.32697
0.1	0.05	1100.0	0.0	1.053125	2.5	-84.118454
0.1	0.05	1100.0	0.0	1.06875	1.5	-0.18171427
0.1	0.05	1100.0	0.0	1.06875	1.515625	-0.16487303
0.1	0.05	1100.0	0.0	1.06875	1.53125	-0.1680133
0.1	0.05	1100.0	0.0	1.06875	2.46875	-80.9194
0.1	0.05	1100.0	0.0	1.06875	2.484375	-82.23659
0.1	0.05	1100.0	0.0	1.06875	2.5	-82.619385
0.1	0.05	1100.0	0.0	1.084375	1.5	-0.1917049
0.1	0.05	1100.0	0.0	1.084375	1.515625	-0.17647877
0.1	0.05	1100.0	0.0	1.084375	2.484375	-80.88792
0.1	0.05	1100.0	0.0	1.084375	2.5	-80.279366
0.1	0.05	1100.0	0.0	1.1	1.5	-37.3387
0.1	0.05	1100.0	0.0	1.1	2.5	-78.20481
0.1	0.05	1100.0	0.0	1.115625	1.5	-59.194824
0.1	0.05	1100.0	0.0	1.115625	1.515625	-52.92762
0.1	0.05	1100.0	0.0	1.115625	2.484375	-70.196815
0.1	0.05	1100.0	0.0	1.115625	2.5	-75.31993
0.1	0.05	1100.0	0.0	1.13125	1.5	-60.92753
0.1	0.05	1100.0	0.0	1.13125	1.515625	-59.79059
0.1	0.05	1100.0	0.0	1.13125	1.53125	-54.52732
0.1	0.05	1100.0	0.0	1.13125	2.46875	-48.15108
0.1	0.05	1100.0	0.0	1.13125	2.484375	-62.533325
0.1	0.05	1100.0	0.0	1.13125	2.5	-66.83702
0.1	0.05	1100.0	0.0	1.146875	1.5	-61.770004
0.1	0.05	1100.0	0.0	1.146875	1.515625	-61.12996
0.1	0.05	1100.0	0.0	1.146875	1.53125	-60.39917
0.1	0.05	1100.0	0.0	1.146875	1.546875	-55.529297
0.1	0.05	1100.0	0.0	1.146875	2.453125	-34.165543
0.1	0.05	1100.0	0.0	1.146875	2.46875	-29.520157
0.1	0.05	1100.0	0.0	1.146875	2.484375	-50.22009
0.1	0.05	1100.0	0.0	1.146875	2.5	-50.454952
0.1	0.05	1100.0	0.0	1.1625	1.5	-62.57589
0.1	0.05	1100.0	0.0	1.1625	1.53125	-61.321434
0.1	0.05	1100.0	0.0	1.1625	1.546875	-60.636375
0.1	0.05	1100.0	0.0	1.1625	1.5625	-58.60746
0.1	0.05	1100.0	0.0	1.1625	2.4375	0.031575978
0.1	0.05	1100.0	0.0	1.1625	2.453125	-0.060505927
0.1	0.05	1100.0	0.0	1.1625	2.46875	-0.5185957
0.1	0.05	1100.0	0.0	1.1625	2.484375	-31.48529
0.1	0.05	1100.0	0.0	1.1625	2.5	-31.619827
0.1	0.05	1100.0	0.0	1.178125	1.546875	-61.51265
0.1	0.05	1100.0	0.0	1.178125	1.5625	-60.84691
0.1	0.05	1100.0	0.0	1.178125	1.578125	-59.12391
0.1	0.05	1100.0	0.0	1.178125	2.421875	0.040560305
0.1	0.05	1100.0	0.0	1.178125	2.4375	0.042604744
0.1	0.05	1100.0	0.0	1.178125	2.453125	0.026471615
0.1	0.05	1100.0	0.0	1.178125	2.46875	0.03525853
0.1	0.05	1100.0	0.0	1.178125	2.484375	-0.010798812
0.1	0.05	1100.0	0.0	1.178125	2.5	-0.38636374
0.1	0.05	1100.0	0.0	1.19375	1.5625	-61.6966
0.1	0.05	1100.0	0.0	1.19375	1.578125	-61.049995
0.1	0.05	1100.0	0.0	1.19375	1.59375	-59.638046
0.1	0.05	1100.0	0.0	1.19375	2.40625	0.038887694
0.1	0.05	1100.0	0.0	1.19375	2.421875	0.04203415
0.1	0.05	1100.0	0.0	1.19375	2.4375	0.021273136
0.1	0.05	1100.0	0.0	1.19375	2.453125	0.043181017
0.1	0.05	1100.0	0.0	1.19375	2.46875	0.042688966
0.1	0.05	1100.0	0.0	1.19375	2.484375	0.033138096
0.1	0.05	1100.0	0.0	1.19375	2.5	0.037234902
0.1	0.05	1100.0	0.0	1.209375	1.578125	-61.88259
0.1	0.05	1100.0	0.0	1.209375	1.59375	-61.249214
0.1	0.05	1100.0	0.0	1.209375	1.609375	-60.49904
0.1	0.05	1100.0	0.0	1.209375	2.390625	0.034131944
0.1	0.05	1100.0	0.0	1.209375	2.40625	0.036702663
0.1	0.05	1100.0	0.0	1.209375	2.421875	0.03810239
0.1	0.05	1100.0	0.0	1.209375	2.4375	0.03861104
0.1	0.05	1100.0	0.0	1.209375	2.453125	0.04181215
0.1	0.05	1100.0	0.0	1.209375	2.46875	0.037234128
0.1	0.05	1100.0	0.0	1.209375	2.484375	0.04280989
0.1	0.05	1100.0	0.0	1.209375	2.5	0.04175669
0.1	0.05	1100.0	0.0	1.225	1.5	-65.53599
0.1	0.05	1100.0	0.0	1.225	1.5625	-63.22989
0.1	0.05	1100.0	0.0	1.225	1.59375	-62.0691
0.1	0.05	1100.0	0.0	1.225	1.609375	-61.434944
0.1	0.05	1100.0	0.0	1.225	1.625	-60.73748
0.1	0.05	1100.0	0.0	1.225	2.375	0.029293254
0.1	0.05	1100.0	0.0	1.225	2.390625	0.02988121
0.1	0.05	1100.0	0.0	1.225	2.40625	0.033498913
0.1	0.05	1100.0	0.0	1.225	2.421875	0.033967704
0.1	0.05	1100.0	0.0	1.225	2.4375	0.037409768
0.1	0.05	1100.0	0.0	1.225	2.453125	0.03786926
0.1	0.05	1100.0	0.0	1.225	2.46875	0.038338646
0.1	0.05	1100.0	0.0	1.225	2.484375	0.041519523
0.1	0.05	1100.0	0.0	1.225	2.5	0.041977555
0.1	0.05	1100.0	0.0	1.240625	1.609375	-62.251663
0.1	0.05	1100.0	0.0	1.240625	2.359375	0.024380878
0.1	0.05	1100.0	0.0	1.240625	2.375	0.024796933
0.1	0.05	1100.0	0.0	1.240625	2.390625	0.0288392
0.1	0.05	1100.0	0.0	1.240625	2.40625	0.02925472
0.1	0.05	1100.0	0.0	1.240625	2.421875	0.030614734
0.1	0.05	1100.0	0.0	1.240625	2.4375	0.03337893
0.1	0.05	1100.0	0.0	1.240625	2.453125	0.03380464
0.1	0.05	1100.0	0.0	1.240625	2.46875	0.03722027
0.1	0.05	1100.0	0.0	1.240625	2.484375	0.037638903
0.1	0.05	1100.0	0.0	1.240625	2.5	0.038069263
0.1	0.05	1100.0	0.0	1.25625	2.34375	0.01719129
0.1	0.05	1100.0	0.0	1.25625	2.359375	0.019473538
0.1	0.05	1100.0	0.0	1.25625	2.375	0.022230774
0.1	0.05	1100.0	0.0	1.25625	2.390625	0.024489522
0.1	0.05	1100.0	0.0	1.25625	2.40625	0.024854273
0.1	0.05	1100.0	0.0	1.25625	2.421875	0.028848156
0.1	0.05	1100.0	0.0	1.25625	2.4375	0.029217482
0.1	0.05	1100.0	0.0	1.25625	2.453125	0.031318754
0.1	0.05	1100.0	0.0	1.25625	2.46875	0.033260956
0.1	0.05	1100.0	0.0	1.25625	2.484375	0.033644736
0.1	0.05	1100.0	0.0	1.25625	2.5	0.037030727
0.1	0.05	1100.0	0.0	1.271875	2.328125	0.010522634
0.1	0.05	1100.0	0.0	1.271875	2.34375	0.012973532
0.1	0.05	1100.0	0.0	1.271875	2.359375	0.014925256
0.1	0.05	1100.0	0.0	1.271875	2.375	0.017599076
0.1	0.05	1100.0	0.0	1.271875	2.390625	0.01978822
0.1	0.05	1100.0	0.0	1.271875	2.40625	0.022329122
0.1	0.05	1100.0	0.0	1.271875	2.421875	0.024594337
0.1	0.05	1100.0	0.0	1.271875	2.4375	0.024909243
0.1	0.05	1100.0	0.0	1.271875	2.453125	0.02885595
0.1	0.05	1100.0	0.0	1.271875	2.46875	0.029181913
0.1	0.05	1100.0	0.0	1.271875	2.484375	0.032022238
0.1	0.05	1100.0	0.0	1.271875	2.5	0.03314461
0.1	0.05	1100.0	0.0	1.2875	1.5	-68.32709
0.1	0.05	1100.0	0.0	1.2875	2.3125	0.003684312
0.1	0.05	1100.0	0.0	1.2875	2.328125	0.0063056946
0.1	0.05	1100.0	0.0	1.2875	2.34375	0.008820772
0.1	0.05	1100.0	0.0	1.2875	2.359375	0.010757446
0.1	0.05	1100.0	0.0	1.2875	2.375	0.013572514
0.1	0.05	1100.0	0.0	1.2875	2.390625	0.015275195
0.1	0.05	1100.0	0.0	1.2875	2.40625	0.017990842
0.1	0.05	1100.0	0.0	1.2875	2.421875	0.020090148
0.1	0.05	1100.0	0.0	1.2875	2.4375	0.022431135
0.1	0.05	1100.0	0.0	1.2875	2.453125	0.024696723
0.1	0.05	1100.0	0.0	1.2875	2.46875	0.024962083
0.1	0.05	1100.0	0.0	1.2875	2.484375	0.028862074
0.1	0.05	1100.0	0.0	1.2875	2.5	0.029142097
0.1	0.05	1100.0	0.0	1.303125	2.296875	-0.0032405555
0.1	0.05	1100.0	0.0	1.303125	2.3125	-0.0018808097
0.1	0.05	1100.0	0.0	1.303125	2.328125	0.0022118688
0.1	0.05	1100.0	0.0	1.303125	2.34375	0.0045413524
0.1	0.05	1100.0	0.0	1.303125	2.359375	0.007249564
0.1	0.05	1100.0	0.0	1.303125	2.375	0.009631574
0.1	0.05	1100.0	0.0	1.303125	2.390625	0.0103699565
0.1	0.05	1100.0	0.0	1.303125	2.40625	0.014149442
0.1	0.05	1100.0	0.0	1.303125	2.421875	0.015616089
0.1	0.05	1100.0	0.0	1.303125	2.4375	0.018372014
0.1	0.05	1100.0	0.0	1.303125	2.453125	0.02038221
0.1	0.05	1100.0	0.0	1.303125	2.46875	0.02253452
0.1	0.05	1100.0	0.0	1.303125	2.484375	0.024794564
0.1	0.05	1100.0	0.0	1.303125	2.5	0.025012687
0.1	0.05	1100.0	0.0	1.31875	2.28125	-0.010099456
0.1	0.05	1100.0	0.0	1.31875	2.296875	-0.0075141937
0.1	0.05	1100.0	0.0	1.31875	2.3125	-0.006201327
0.1	0.05	1100.0	0.0	1.31875	2.328125	-0.0016910881
0.1	0.05	1100.0	0.0	1.31875	2.34375	-8.905679E-4
0.1	0.05	1100.0	0.0	1.31875	2.359375	0.0034076273
0.1	0.05	1100.0	0.0	1.31875	2.375	0.005280614
0.1	0.05	1100.0	0.0	1.31875	2.390625	0.008156121
0.1	0.05	1100.0	0.0	1.31875	2.40625	0.010411009
0.1	0.05	1100.0	0.0	1.31875	2.421875	0.010853201
0.1	0.05	1100.0	0.0	1.31875	2.4375	0.014704779
0.1	0.05	1100.0	0.0	1.31875	2.453125	0.015943423
0.1	0.05	1100.0	0.0	1.31875	2.46875	0.01873687
0.1	0.05	1100.0	0.0	1.31875	2.484375	0.020598575
0.1	0.05	1100.0	0.0	1.31875	2.5	0.02264297
0.1	0.05	1100.0	0.0	1.334375	2.265625	-0.022031173
0.1	0.05	1100.0	0.0	1.334375	2.28125	-0.013686195
0.1	0.05	1100.0	0.0	1.334375	2.296875	-0.013557628
0.1	0.05	1100.0	0.0	1.334375	2.3125	-0.0097133815
0.1	0.05	1100.0	0.0	1.334375	2.328125	-0.006199017
0.1	0.05	1100.0	0.0	1.334375	2.34375	-0.0065989345
0.1	0.05	1100.0	0.0	1.334375	2.359375	-2.2733212E-4
0.1	0.05	1100.0	0.0	1.334375	2.375	5.8874488E-5
0.1	0.05	1100.0	0.0	1.334375	2.390625	0.0045451373
0.1	0.05	1100.0	0.0	1.334375	2.40625	0.0059919506
0.1	0.05	1100.0	0.0	1.334375	2.421875	0.0078072846
0.1	0.05	1100.0	0.0	1.334375	2.4375	0.011156708
0.1	0.05	1100.0	0.0	1.334375	2.453125	0.011320412
0.1	0.05	1100.0	0.0	1.334375	2.46875	0.015238911
0.1	0.05	1100.0	0.0	1.334375	2.484375	0.016262189
0.1	0.05	1100.0	0.0	1.334375	2.5	0.019094452
0.1	0.05	1100.0	0.0	1.35	1.5	-70.966934
0.1	0.05	1100.0	0.0	1.35	2.25	-0.028890818
0.1	0.05	1100.0	0.0	1.35	2.265625	-0.028422385
0.1	0.05	1100.0	0.0	1.35	2.28125	-0.021134406
0.1	0.05	1100.0	0.0	1.35	2.296875	-0.019908413
0.1	0.05	1100.0	0.0	1.35	2.3125	-0.013777256
0.1	0.05	1100.0	0.0	1.35	2.328125	-0.011935294
0.1	0.05	1100.0	0.0	1.35	2.34375	-0.010951608
0.1	0.05	1100.0	0.0	1.35	2.359375	-0.0049498975
0.1	0.05	1100.0	0.0	1.35	2.375	-0.005402997
0.1	0.05	1100.0	0.0	1.35	2.390625	0.0011596829
