CaI	IP3	CaS	g	C	D	Robustness
0.1	0.05	1100.0	0.0	0.709375	1.828125	-86.560394
0.1	0.05	1100.0	0.0	0.709375	1.84375	-86.62524
0.1	0.05	1100.0	0.0	0.709375	1.859375	-86.688416
0.1	0.05	1100.0	0.0	0.709375	1.875	-87.10926
0.1	0.05	1100.0	0.0	0.709375	1.890625	-87.15541
0.1	0.05	1100.0	0.0	0.709375	2.109375	-88.098045
0.1	0.05	1100.0	0.0	0.709375	2.125	-88.0749
0.1	0.05	1100.0	0.0	0.709375	2.140625	-88.048615
0.1	0.05	1100.0	0.0	0.709375	2.15625	-88.019615
0.1	0.05	1100.0	0.0	0.709375	2.171875	-88.210365
0.1	0.05	1100.0	0.0	0.709375	2.1875	-88.17403
0.1	0.05	1100.0	0.0	0.709375	2.203125	-88.13487
0.1	0.05	1100.0	0.0	0.709375	2.21875	-88.09272
0.1	0.05	1100.0	0.0	0.709375	2.234375	-88.16513
0.1	0.05	1100.0	0.0	0.709375	2.25	-88.21141
0.1	0.05	1100.0	0.0	0.709375	2.265625	-88.16
0.1	0.05	1100.0	0.0	0.709375	2.28125	-88.1058
0.1	0.05	1100.0	0.0	0.709375	2.296875	-88.048775
0.1	0.05	1100.0	0.0	0.709375	2.3125	-88.19247
0.1	0.05	1100.0	0.0	0.709375	2.328125	-88.129105
0.1	0.05	1100.0	0.0	0.709375	2.34375	-88.062675
0.1	0.05	1100.0	0.0	0.709375	2.359375	-87.299515
0.1	0.05	1100.0	0.0	0.709375	2.375	-73.65221
0.1	0.05	1100.0	0.0	0.709375	2.390625	-54.91511
0.1	0.05	1100.0	0.0	0.709375	2.40625	-36.054787
0.1	0.05	1100.0	0.0	0.709375	2.421875	-19.259666
0.1	0.05	1100.0	0.0	0.709375	2.4375	-7.2745743
0.1	0.05	1100.0	0.0	0.709375	2.453125	-5.02726
0.1	0.05	1100.0	0.0	0.709375	2.46875	-5.146332
0.1	0.05	1100.0	0.0	0.709375	2.484375	-6.8416443
0.1	0.05	1100.0	0.0	0.709375	2.5	-8.270393
0.1	0.05	1100.0	0.0	0.725	1.5	-3.1553345
0.1	0.05	1100.0	0.0	0.725	1.515625	-23.407112
0.1	0.05	1100.0	0.0	0.725	1.53125	-22.971031
0.1	0.05	1100.0	0.0	0.725	1.546875	-41.55004
0.1	0.05	1100.0	0.0	0.725	1.5625	-56.919243
0.1	0.05	1100.0	0.0	0.725	1.578125	-57.364487
0.1	0.05	1100.0	0.0	0.725	1.59375	-70.78105
0.1	0.05	1100.0	0.0	0.725	1.609375	-71.09759
0.1	0.05	1100.0	0.0	0.725	1.625	-76.905975
0.1	0.05	1100.0	0.0	0.725	1.640625	-77.11264
0.1	0.05	1100.0	0.0	0.725	1.65625	-80.156296
0.1	0.05	1100.0	0.0	0.725	1.671875	-80.301956
0.1	0.05	1100.0	0.0	0.725	1.6875	-82.16313
0.1	0.05	1100.0	0.0	0.725	1.703125	-82.2747
0.1	0.05	1100.0	0.0	0.725	1.71875	-83.546745
0.1	0.05	1100.0	0.0	0.725	1.734375	-83.637955
0.1	0.05	1100.0	0.0	0.725	1.75	-84.57863
0.1	0.05	1100.0	0.0	0.725	1.765625	-84.6573
0.1	0.05	1100.0	0.0	0.725	1.78125	-85.393845
0.1	0.05	1100.0	0.0	0.725	1.796875	-85.46264
0.1	0.05	1100.0	0.0	0.725	1.8125	-85.537994
0.1	0.05	1100.0	0.0	0.725	1.828125	-86.12398
0.1	0.05	1100.0	0.0	0.725	1.84375	-86.1877
0.1	0.05	1100.0	0.0	0.725	1.859375	-86.253265
0.1	0.05	1100.0	0.0	0.725	1.875	-86.732025
0.1	0.05	1100.0	0.0	0.725	2.125	-87.908394
0.1	0.05	1100.0	0.0	0.725	2.140625	-88.12889
0.1	0.05	1100.0	0.0	0.725	2.15625	-88.1044
0.1	0.05	1100.0	0.0	0.725	2.171875	-88.07736
0.1	0.05	1100.0	0.0	0.725	2.1875	-88.04733
0.1	0.05	1100.0	0.0	0.725	2.203125	-88.01469
0.1	0.05	1100.0	0.0	0.725	2.21875	-88.20285
0.1	0.05	1100.0	0.0	0.725	2.234375	-88.163185
0.1	0.05	1100.0	0.0	0.725	2.25	-88.121086
0.1	0.05	1100.0	0.0	0.725	2.265625	-88.07634
0.1	0.05	1100.0	0.0	0.725	2.28125	-88.24195
0.1	0.05	1100.0	0.0	0.725	2.296875	-88.19099
0.1	0.05	1100.0	0.0	0.725	2.3125	-88.13742
0.1	0.05	1100.0	0.0	0.725	2.34375	-88.22747
0.1	0.05	1100.0	0.0	0.725	2.375	-88.10049
0.1	0.05	1100.0	0.0	0.725	2.40625	-88.16182
0.1	0.05	1100.0	0.0	0.725	2.4375	-64.04466
0.1	0.05	1100.0	0.0	0.725	2.453125	-45.16939
0.1	0.05	1100.0	0.0	0.725	2.46875	-27.35698
0.1	0.05	1100.0	0.0	0.725	2.484375	-12.585922
0.1	0.05	1100.0	0.0	0.725	2.5	-4.463524
0.1	0.05	1100.0	0.0	0.740625	1.5	0.015835583
0.1	0.05	1100.0	0.0	0.740625	1.515625	-0.10876018
0.1	0.05	1100.0	0.0	0.740625	1.53125	-6.2910614
0.1	0.05	1100.0	0.0	0.740625	1.546875	-11.065704
0.1	0.05	1100.0	0.0	0.740625	1.5625	-23.262047
0.1	0.05	1100.0	0.0	0.740625	1.578125	-45.222355
0.1	0.05	1100.0	0.0	0.740625	1.59375	-49.778637
0.1	0.05	1100.0	0.0	0.740625	1.609375	-58.481426
0.1	0.05	1100.0	0.0	0.740625	1.625	-67.606964
0.1	0.05	1100.0	0.0	0.740625	1.640625	-69.4198
0.1	0.05	1100.0	0.0	0.740625	1.65625	-75.26062
0.1	0.05	1100.0	0.0	0.740625	1.671875	-77.649284
0.1	0.05	1100.0	0.0	0.740625	1.6875	-79.14905
0.1	0.05	1100.0	0.0	0.740625	1.703125	-81.38616
0.1	0.05	1100.0	0.0	0.740625	1.71875	-81.463
0.1	0.05	1100.0	0.0	0.740625	1.734375	-82.94627
0.1	0.05	1100.0	0.0	0.740625	1.75	-83.01373
0.1	0.05	1100.0	0.0	0.740625	1.765625	-84.08583
0.1	0.05	1100.0	0.0	0.740625	1.78125	-84.1467
0.1	0.05	1100.0	0.0	0.740625	1.796875	-84.97081
0.1	0.05	1100.0	0.0	0.740625	1.8125	-85.02739
0.1	0.05	1100.0	0.0	0.740625	1.828125	-85.44728
0.1	0.05	1100.0	0.0	0.740625	1.84375	-85.742386
0.1	0.05	1100.0	0.0	0.740625	1.859375	-85.80059
0.1	0.05	1100.0	0.0	0.740625	2.140625	-87.96203
0.1	0.05	1100.0	0.0	0.740625	2.15625	-87.94415
0.1	0.05	1100.0	0.0	0.740625	2.171875	-87.92322
0.1	0.05	1100.0	0.0	0.740625	2.1875	-88.13898
0.1	0.05	1100.0	0.0	0.740625	2.203125	-88.110504
0.1	0.05	1100.0	0.0	0.740625	2.21875	-88.07971
0.1	0.05	1100.0	0.0	0.740625	2.234375	-88.04605
0.1	0.05	1100.0	0.0	0.740625	2.25	-88.23506
0.1	0.05	1100.0	0.0	0.740625	2.265625	-88.19519
0.1	0.05	1100.0	0.0	0.740625	2.28125	-88.1526
0.1	0.05	1100.0	0.0	0.740625	2.296875	-88.10771
0.1	0.05	1100.0	0.0	0.740625	2.3125	-88.27489
0.1	0.05	1100.0	0.0	0.740625	2.328125	-88.22417
0.1	0.05	1100.0	0.0	0.740625	2.34375	-88.17085
0.1	0.05	1100.0	0.0	0.740625	2.359375	-88.11514
0.1	0.05	1100.0	0.0	0.740625	2.375	-88.26367
0.1	0.05	1100.0	0.0	0.740625	2.390625	-88.202515
0.1	0.05	1100.0	0.0	0.740625	2.40625	-88.13862
0.1	0.05	1100.0	0.0	0.740625	2.421875	-88.27327
0.1	0.05	1100.0	0.0	0.740625	2.4375	-88.20402
0.1	0.05	1100.0	0.0	0.740625	2.453125	-88.13197
0.1	0.05	1100.0	0.0	0.740625	2.46875	-86.39411
0.1	0.05	1100.0	0.0	0.740625	2.484375	-72.54541
0.1	0.05	1100.0	0.0	0.740625	2.5	-54.296898
0.1	0.05	1100.0	0.0	0.75625	1.5	0.026777208
0.1	0.05	1100.0	0.0	0.75625	1.515625	0.024261475
0.1	0.05	1100.0	0.0	0.75625	1.53125	0.020973325
0.1	0.05	1100.0	0.0	0.75625	1.546875	-0.039236546
0.1	0.05	1100.0	0.0	0.75625	1.5625	-1.8287277
0.1	0.05	1100.0	0.0	0.75625	1.578125	-3.132988
0.1	0.05	1100.0	0.0	0.75625	1.59375	-26.70366
0.1	0.05	1100.0	0.0	0.75625	1.609375	-41.668972
0.1	0.05	1100.0	0.0	0.75625	1.625	-42.04454
0.1	0.05	1100.0	0.0	0.75625	1.640625	-62.273968
0.1	0.05	1100.0	0.0	0.75625	1.65625	-63.504448
0.1	0.05	1100.0	0.0	0.75625	1.671875	-73.21342
0.1	0.05	1100.0	0.0	0.75625	1.6875	-73.22273
0.1	0.05	1100.0	0.0	0.75625	1.703125	-77.90088
0.1	0.05	1100.0	0.0	0.75625	1.71875	-77.95528
0.1	0.05	1100.0	0.0	0.75625	1.734375	-80.60384
0.1	0.05	1100.0	0.0	0.75625	1.75	-80.66171
0.1	0.05	1100.0	0.0	0.75625	1.765625	-82.364555
0.1	0.05	1100.0	0.0	0.75625	1.78125	-83.49867
0.1	0.05	1100.0	0.0	0.75625	1.796875	-83.62219
0.1	0.05	1100.0	0.0	0.75625	1.8125	-84.5445
0.1	0.05	1100.0	0.0	0.75625	1.828125	-84.582855
0.1	0.05	1100.0	0.0	0.75625	1.84375	-84.63432
0.1	0.05	1100.0	0.0	0.75625	2.15625	-87.7628
0.1	0.05	1100.0	0.0	0.75625	2.171875	-88.00543
0.1	0.05	1100.0	0.0	0.75625	2.1875	-87.98535
0.1	0.05	1100.0	0.0	0.75625	2.203125	-87.96266
0.1	0.05	1100.0	0.0	0.75625	2.21875	-87.93745
0.1	0.05	1100.0	0.0	0.75625	2.234375	-88.14852
0.1	0.05	1100.0	0.0	0.75625	2.25	-88.1163
0.1	0.05	1100.0	0.0	0.75625	2.265625	-88.081535
0.1	0.05	1100.0	0.0	0.75625	2.28125	-88.04461
0.1	0.05	1100.0	0.0	0.75625	2.296875	-88.230675
0.1	0.05	1100.0	0.0	0.75625	2.3125	-88.187485
0.1	0.05	1100.0	0.0	0.75625	2.328125	-88.14218
0.1	0.05	1100.0	0.0	0.75625	2.34375	-88.31066
0.1	0.05	1100.0	0.0	0.75625	2.359375	-88.25974
0.1	0.05	1100.0	0.0	0.75625	2.375	-88.20657
0.1	0.05	1100.0	0.0	0.75625	2.390625	-88.15111
0.1	0.05	1100.0	0.0	0.75625	2.40625	-88.301445
0.1	0.05	1100.0	0.0	0.75625	2.4375	-88.177605
0.1	0.05	1100.0	0.0	0.75625	2.46875	-88.24646
0.1	0.05	1100.0	0.0	0.75625	2.5	-88.102394
0.1	0.05	1100.0	0.0	0.771875	1.5	0.031799853
0.1	0.05	1100.0	0.0	0.771875	1.515625	0.03351605
0.1	0.05	1100.0	0.0	0.771875	1.53125	0.03139156
0.1	0.05	1100.0	0.0	0.771875	1.546875	-0.03613168
0.1	0.05	1100.0	0.0	0.771875	1.5625	-0.012676835
0.1	0.05	1100.0	0.0	0.771875	1.578125	-0.006201327
0.1	0.05	1100.0	0.0	0.771875	1.59375	-0.433874
0.1	0.05	1100.0	0.0	0.771875	1.609375	-6.235237
0.1	0.05	1100.0	0.0	0.771875	1.625	-30.007751
0.1	0.05	1100.0	0.0	0.771875	1.640625	-31.249504
0.1	0.05	1100.0	0.0	0.771875	1.65625	-45.671196
0.1	0.05	1100.0	0.0	0.771875	1.671875	-58.760563
0.1	0.05	1100.0	0.0	0.771875	1.6875	-59.21782
0.1	0.05	1100.0	0.0	0.771875	1.703125	-70.78773
0.1	0.05	1100.0	0.0	0.771875	1.71875	-70.651825
0.1	0.05	1100.0	0.0	0.771875	1.734375	-76.520584
0.1	0.05	1100.0	0.0	0.771875	1.75	-78.800125
0.1	0.05	1100.0	0.0	0.771875	1.765625	-79.70298
0.1	0.05	1100.0	0.0	0.771875	1.78125	-81.69951
0.1	0.05	1100.0	0.0	0.771875	1.796875	-81.71266
0.1	0.05	1100.0	0.0	0.771875	1.8125	-83.08964
0.1	0.05	1100.0	0.0	0.771875	1.828125	-83.114586
0.1	0.05	1100.0	0.0	0.771875	2.171875	-87.82761
0.1	0.05	1100.0	0.0	0.771875	2.1875	-87.813225
0.1	0.05	1100.0	0.0	0.771875	2.203125	-87.79622
0.1	0.05	1100.0	0.0	0.771875	2.21875	-88.03221
0.1	0.05	1100.0	0.0	0.771875	2.234375	-88.007545
0.1	0.05	1100.0	0.0	0.771875	2.25	-87.98037
0.1	0.05	1100.0	0.0	0.771875	2.265625	-87.95085
0.1	0.05	1100.0	0.0	0.771875	2.28125	-88.15748
0.1	0.05	1100.0	0.0	0.771875	2.296875	-88.1215
0.1	0.05	1100.0	0.0	0.771875	2.3125	-88.08335
0.1	0.05	1100.0	0.0	0.771875	2.328125	-88.26983
0.1	0.05	1100.0	0.0	0.771875	2.34375	-88.22598
0.1	0.05	1100.0	0.0	0.771875	2.359375	-88.180016
0.1	0.05	1100.0	0.0	0.771875	2.375	-88.13183
0.1	0.05	1100.0	0.0	0.771875	2.390625	-88.298195
0.1	0.05	1100.0	0.0	0.771875	2.40625	-88.24489
0.1	0.05	1100.0	0.0	0.771875	2.421875	-88.189384
0.1	0.05	1100.0	0.0	0.771875	2.4375	-88.34111
0.1	0.05	1100.0	0.0	0.771875	2.453125	-88.28078
0.1	0.05	1100.0	0.0	0.771875	2.46875	-88.218216
0.1	0.05	1100.0	0.0	0.771875	2.484375	-88.15329
0.1	0.05	1100.0	0.0	0.771875	2.5	-88.28942
0.1	0.05	1100.0	0.0	0.7875	1.5	0.026524425
0.1	0.05	1100.0	0.0	0.7875	1.515625	0.029106408
0.1	0.05	1100.0	0.0	0.7875	1.53125	0.031594753
0.1	0.05	1100.0	0.0	0.7875	1.546875	0.033996895
0.1	0.05	1100.0	0.0	0.7875	1.5625	-0.02805674
0.1	0.05	1100.0	0.0	0.7875	1.578125	-5.469918E-4
0.1	0.05	1100.0	0.0	0.7875	1.59375	0.0035657883
0.1	0.05	1100.0	0.0	0.7875	1.609375	0.005417049
0.1	0.05	1100.0	0.0	0.7875	1.625	-0.2881388
0.1	0.05	1100.0	0.0	0.7875	1.640625	-9.25708
0.1	0.05	1100.0	0.0	0.7875	1.65625	-23.036339
0.1	0.05	1100.0	0.0	0.7875	1.671875	-26.852982
0.1	0.05	1100.0	0.0	0.7875	1.6875	-49.132214
0.1	0.05	1100.0	0.0	0.7875	1.703125	-52.358894
0.1	0.05	1100.0	0.0	0.7875	1.71875	-62.95431
0.1	0.05	1100.0	0.0	0.7875	1.734375	-67.72233
0.1	0.05	1100.0	0.0	0.7875	1.75	-74.24999
0.1	0.05	1100.0	0.0	0.7875	1.765625	-74.84398
0.1	0.05	1100.0	0.0	0.7875	1.78125	-78.706856
0.1	0.05	1100.0	0.0	0.7875	1.796875	-78.6493
0.1	0.05	1100.0	0.0	0.7875	1.8125	-80.986404
0.1	0.05	1100.0	0.0	0.7875	2.1875	-87.622406
0.1	0.05	1100.0	0.0	0.7875	2.203125	-87.6109
0.1	0.05	1100.0	0.0	0.7875	2.21875	-87.86986
0.1	0.05	1100.0	0.0	0.7875	2.234375	-87.850136
0.1	0.05	1100.0	0.0	0.7875	2.25	-87.82798
0.1	0.05	1100.0	0.0	0.7875	2.265625	-88.05782
0.1	0.05	1100.0	0.0	0.7875	2.28125	-88.02873
0.1	0.05	1100.0	0.0	0.7875	2.296875	-87.99739
0.1	0.05	1100.0	0.0	0.7875	2.3125	-87.96366
0.1	0.05	1100.0	0.0	0.7875	2.328125	-88.16605
0.1	0.05	1100.0	0.0	0.7875	2.34375	-88.126686
0.1	0.05	1100.0	0.0	0.7875	2.359375	-88.084946
0.1	0.05	1100.0	0.0	0.7875	2.375	-88.26842
0.1	0.05	1100.0	0.0	0.7875	2.390625	-88.22147
0.1	0.05	1100.0	0.0	0.7875	2.40625	-88.17262
0.1	0.05	1100.0	0.0	0.7875	2.421875	-88.33969
0.1	0.05	1100.0	0.0	0.7875	2.4375	-88.28598
0.1	0.05	1100.0	0.0	0.7875	2.453125	-88.23025
0.1	0.05	1100.0	0.0	0.7875	2.46875	-88.172516
0.1	0.05	1100.0	0.0	0.7875	2.5	-88.26044
0.1	0.05	1100.0	0.0	0.803125	1.5	0.002270937
0.1	0.05	1100.0	0.0	0.803125	1.515625	0.023957685
0.1	0.05	1100.0	0.0	0.803125	1.53125	0.02652505
0.1	0.05	1100.0	0.0	0.803125	1.546875	0.029003263
0.1	0.05	1100.0	0.0	0.803125	1.5625	0.031393185
0.1	0.05	1100.0	0.0	0.803125	1.578125	0.033705622
0.1	0.05	1100.0	0.0	0.803125	1.59375	0.0016647577
0.1	0.05	1100.0	0.0	0.803125	1.609375	0.010513127
0.1	0.05	1100.0	0.0	0.803125	1.625	0.013422012
0.1	0.05	1100.0	0.0	0.803125	1.640625	0.0143921375
0.1	0.05	1100.0	0.0	0.803125	1.65625	-0.16499233
0.1	0.05	1100.0	0.0	0.803125	1.671875	-12.192612
0.1	0.05	1100.0	0.0	0.803125	1.6875	-10.900482
0.1	0.05	1100.0	0.0	0.803125	1.703125	-30.120804
0.1	0.05	1100.0	0.0	0.803125	1.71875	-46.78912
0.1	0.05	1100.0	0.0	0.803125	1.734375	-46.04669
0.1	0.05	1100.0	0.0	0.803125	1.75	-64.70219
0.1	0.05	1100.0	0.0	0.803125	1.765625	-63.77268
0.1	0.05	1100.0	0.0	0.803125	1.78125	-73.10562
0.1	0.05	1100.0	0.0	0.803125	1.796875	-72.77104
0.1	0.05	1100.0	0.0	0.803125	2.203125	-87.48977
0.1	0.05	1100.0	0.0	0.803125	2.21875	-87.69147
0.1	0.05	1100.0	0.0	0.803125	2.234375	-87.676384
0.1	0.05	1100.0	0.0	0.803125	2.25	-87.65902
0.1	0.05	1100.0	0.0	0.803125	2.265625	-87.91006
0.1	0.05	1100.0	0.0	0.803125	2.28125	-87.885284
0.1	0.05	1100.0	0.0	0.803125	2.296875	-87.85823
0.1	0.05	1100.0	0.0	0.803125	2.3125	-88.082184
0.1	0.05	1100.0	0.0	0.803125	2.328125	-88.04883
0.1	0.05	1100.0	0.0	0.803125	2.34375	-88.01339
0.1	0.05	1100.0	0.0	0.803125	2.359375	-87.97595
0.1	0.05	1100.0	0.0	0.803125	2.375	-88.1743
0.1	0.05	1100.0	0.0	0.803125	2.390625	-88.131256
0.1	0.05	1100.0	0.0	0.803125	2.40625	-88.086494
0.1	0.05	1100.0	0.0	0.803125	2.421875	-88.2667
0.1	0.05	1100.0	0.0	0.803125	2.4375	-88.21698
0.1	0.05	1100.0	0.0	0.803125	2.453125	-88.16547
0.1	0.05	1100.0	0.0	0.803125	2.46875	-88.3302
0.1	0.05	1100.0	0.0	0.803125	2.484375	-88.27404
0.1	0.05	1100.0	0.0	0.803125	2.5	-88.21591
0.1	0.05	1100.0	0.0	0.81875	1.5	0.016156733
0.1	0.05	1100.0	0.0	0.81875	1.515625	0.018890992
0.1	0.05	1100.0	0.0	0.81875	1.53125	0.00926882
0.1	0.05	1100.0	0.0	0.81875	1.546875	0.024067461
0.1	0.05	1100.0	0.0	0.81875	1.5625	0.026524976
0.1	0.05	1100.0	0.0	0.81875	1.578125	0.028898433
0.1	0.05	1100.0	0.0	0.81875	1.59375	0.031195104
0.1	0.05	1100.0	0.0	0.81875	1.609375	-0.004945755
0.1	0.05	1100.0	0.0	0.81875	1.625	0.014829218
0.1	0.05	1100.0	0.0	0.81875	1.640625	0.019261658
0.1	0.05	1100.0	0.0	0.81875	1.65625	0.021151006
0.1	0.05	1100.0	0.0	0.81875	1.671875	0.02088654
0.1	0.05	1100.0	0.0	0.81875	1.6875	-0.076339304
0.1	0.05	1100.0	0.0	0.81875	1.703125	-5.5275955
0.1	0.05	1100.0	0.0	0.81875	1.71875	-9.115509
0.1	0.05	1100.0	0.0	0.81875	1.734375	-33.258705
0.1	0.05	1100.0	0.0	0.81875	1.75	-37.77614
0.1	0.05	1100.0	0.0	0.81875	1.765625	-49.470383
0.1	0.05	1100.0	0.0	0.81875	1.78125	-60.19155
0.1	0.05	1100.0	0.0	0.81875	2.21875	-87.49771
0.1	0.05	1100.0	0.0	0.81875	2.234375	-87.48677
0.1	0.05	1100.0	0.0	0.81875	2.25	-87.473816
0.1	0.05	1100.0	0.0	0.81875	2.265625	-87.74834
0.1	0.05	1100.0	0.0	0.81875	2.28125	-87.727585
0.1	0.05	1100.0	0.0	0.81875	2.296875	-87.7047
0.1	0.05	1100.0	0.0	0.81875	2.3125	-87.94823
0.1	0.05	1100.0	0.0	0.81875	2.328125	-87.91858
0.1	0.05	1100.0	0.0	0.81875	2.34375	-87.88698
0.1	0.05	1100.0	0.0	0.81875	2.359375	-88.10536
0.1	0.05	1100.0	0.0	0.81875	2.375	-88.06796
0.1	0.05	1100.0	0.0	0.81875	2.390625	-88.0287
0.1	0.05	1100.0	0.0	0.81875	2.40625	-88.21083
0.1	0.05	1100.0	0.0	0.81875	2.421875	-88.18202
0.1	0.05	1100.0	0.0	0.81875	2.4375	-88.135635
0.1	0.05	1100.0	0.0	0.81875	2.453125	-88.08775
0.1	0.05	1100.0	0.0	0.81875	2.46875	-88.26513
0.1	0.05	1100.0	0.0	0.81875	2.484375	-88.21261
0.1	0.05	1100.0	0.0	0.81875	2.5	-88.1581
0.1	0.05	1100.0	0.0	0.834375	1.5	0.007661745
0.1	0.05	1100.0	0.0	0.834375	1.515625	0.013748467
0.1	0.05	1100.0	0.0	0.834375	1.53125	0.01664485
0.1	0.05	1100.0	0.0	0.834375	1.546875	0.019238934
0.1	0.05	1100.0	0.0	0.834375	1.5625	0.015767455
0.1	0.05	1100.0	0.0	0.834375	1.578125	0.024171412
0.1	0.05	1100.0	0.0	0.834375	1.59375	0.026517898
0.1	0.05	1100.0	0.0	0.834375	1.609375	0.028792128
0.1	0.05	1100.0	0.0	0.834375	1.625	0.031701237
0.1	0.05	1100.0	0.0	0.834375	1.640625	0.015440404
0.1	0.05	1100.0	0.0	0.834375	1.65625	0.022989333
0.1	0.05	1100.0	0.0	0.834375	1.671875	0.026344717
0.1	0.05	1100.0	0.0	0.834375	1.6875	0.02691722
0.1	0.05	1100.0	0.0	0.834375	1.703125	0.025157213
0.1	0.05	1100.0	0.0	0.834375	1.71875	-0.018944263
0.1	0.05	1100.0	0.0	0.834375	1.734375	-0.49857077
0.1	0.05	1100.0	0.0	0.834375	1.75	-12.022202
0.1	0.05	1100.0	0.0	0.834375	1.765625	-32.775414
0.1	0.05	1100.0	0.0	0.834375	2.234375	-87.28292
0.1	0.05	1100.0	0.0	0.834375	2.25	-87.27324
0.1	0.05	1100.0	0.0	0.834375	2.265625	-87.57361
0.1	0.05	1100.0	0.0	0.834375	2.28125	-87.55649
0.1	0.05	1100.0	0.0	0.834375	2.296875	-87.537125
0.1	0.05	1100.0	0.0	0.834375	2.3125	-87.8022
0.1	0.05	1100.0	0.0	0.834375	2.328125	-87.77615
0.1	0.05	1100.0	0.0	0.834375	2.34375	-87.74811
0.1	0.05	1100.0	0.0	0.834375	2.359375	-87.98453
0.1	0.05	1100.0	0.0	0.834375	2.375	-87.95036
0.1	0.05	1100.0	0.0	0.834375	2.390625	-87.914444
0.1	0.05	1100.0	0.0	0.834375	2.40625	-88.12752
0.1	0.05	1100.0	0.0	0.834375	2.421875	-88.08626
0.1	0.05	1100.0	0.0	0.834375	2.4375	-88.04332
0.1	0.05	1100.0	0.0	0.834375	2.453125	-88.236946
0.1	0.05	1100.0	0.0	0.834375	2.46875	-88.18918
0.1	0.05	1100.0	0.0	0.834375	2.484375	-88.1399
0.1	0.05	1100.0	0.0	0.834375	2.5	-88.31687
0.1	0.05	1100.0	0.0	0.85	1.5	6.7672133E-4
0.1	0.05	1100.0	0.0	0.85	1.515625	0.004747659
0.1	0.05	1100.0	0.0	0.85	1.53125	0.008841917
0.1	0.05	1100.0	0.0	0.85	1.546875	0.014573157
0.1	0.05	1100.0	0.0	0.85	1.5625	0.01711011
0.1	0.05	1100.0	0.0	0.85	1.578125	0.019570246
0.1	0.05	1100.0	0.0	0.85	1.59375	0.021654248
0.1	0.05	1100.0	0.0	0.85	1.609375	0.024264514
0.1	0.05	1100.0	0.0	0.85	1.625	0.026507914
0.1	0.05	1100.0	0.0	0.85	1.640625	0.02868697
0.1	0.05	1100.0	0.0	0.85	1.65625	-0.0015057325
0.1	0.05	1100.0	0.0	0.85	1.671875	0.024124026
0.1	0.05	1100.0	0.0	0.85	1.6875	0.029819489
0.1	0.05	1100.0	0.0	0.85	1.703125	0.03187281
0.1	0.05	1100.0	0.0	0.85	1.71875	0.030900776
0.1	0.05	1100.0	0.0	0.85	1.734375	-0.014549017
0.1	0.05	1100.0	0.0	0.85	1.75	0.002586484
0.1	0.05	1100.0	0.0	0.85	2.25	-87.06052
0.1	0.05	1100.0	0.0	0.85	2.265625	-87.38864
0.1	0.05	1100.0	0.0	0.85	2.28125	-87.37343
0.1	0.05	1100.0	0.0	0.85	2.296875	-87.35672
0.1	0.05	1100.0	0.0	0.85	2.3125	-87.64535
0.1	0.05	1100.0	0.0	0.85	2.328125	-87.62228
0.1	0.05	1100.0	0.0	0.85	2.34375	-87.59711
0.1	0.05	1100.0	0.0	0.85	2.359375	-87.85346
0.1	0.05	1100.0	0.0	0.85	2.375	-87.822136
0.1	0.05	1100.0	0.0	0.85	2.390625	-87.78927
0.1	0.05	1100.0	0.0	0.85	2.40625	-88.01909
0.1	0.05	1100.0	0.0	0.85	2.421875	-87.98071
0.1	0.05	1100.0	0.0	0.85	2.4375	-87.9407
0.1	0.05	1100.0	0.0	0.85	2.453125	-88.148636
0.1	0.05	1100.0	0.0	0.85	2.46875	-88.10379
0.1	0.05	1100.0	0.0	0.85	2.484375	-88.05731
0.1	0.05	1100.0	0.0	0.85	2.5	-88.247025
0.1	0.05	1100.0	0.0	0.865625	1.5	-0.004415959
0.1	0.05	1100.0	0.0	0.865625	1.515625	-0.001149252
0.1	0.05	1100.0	0.0	0.865625	1.53125	0.0018808544
0.1	0.05	1100.0	0.0	0.865625	1.546875	0.004808277
0.1	0.05	1100.0	0.0	0.865625	1.5625	0.009952083
0.1	0.05	1100.0	0.0	0.865625	1.578125	0.014641315
0.1	0.05	1100.0	0.0	0.865625	1.59375	0.017553478
0.1	0.05	1100.0	0.0	0.865625	1.609375	0.019884303
0.1	0.05	1100.0	0.0	0.865625	1.625	0.022148877
0.1	0.05	1100.0	0.0	0.865625	1.640625	0.024353042
0.1	0.05	1100.0	0.0	0.865625	1.65625	0.026494712
0.1	0.05	1100.0	0.0	0.865625	1.671875	0.029317498
0.1	0.05	1100.0	0.0	0.865625	1.6875	0.015440404
0.1	0.05	1100.0	0.0	0.865625	1.703125	0.030963361
0.1	0.05	1100.0	0.0	0.865625	1.71875	0.035420775
0.1	0.05	1100.0	0.0	0.865625	1.734375	0.03596002
0.1	0.05	1100.0	0.0	0.865625	2.265625	-86.83161
0.1	0.05	1100.0	0.0	0.865625	2.28125	-87.18276
0.1	0.05	1100.0	0.0	0.865625	2.296875	-87.16661
0.1	0.05	1100.0	0.0	0.865625	2.3125	-87.14983
0.1	0.05	1100.0	0.0	0.865625	2.328125	-87.45841
0.1	0.05	1100.0	0.0	0.865625	2.34375	-87.43549
0.1	0.05	1100.0	0.0	0.865625	2.359375	-87.41117
0.1	0.05	1100.0	0.0	0.865625	2.375	-87.68443
0.1	0.05	1100.0	0.0	0.865625	2.390625	-87.65396
