x0	x1	x2	F	G	Robustness
0.0	0.0	0.0	0.575	0.396875	-0.3973991
0.0	0.0	0.0	0.575	0.45624998	-0.39787084
0.0	0.0	0.0	0.575	1.64375	-0.30819455
0.0	0.0	0.0	0.575	1.7625	-0.30502972
0.0	0.0	0.0	0.575	1.88125	-0.30231532
0.0	0.0	0.0	0.575	2.0	-0.29997927
0.0	0.0	0.0	0.5824219	0.1	-0.020052444
0.0	0.0	0.0	0.5824219	0.107421875	-0.020952519
0.0	0.0	0.0	0.5824219	0.33007812	-0.24119033
0.0	0.0	0.0	0.5824219	0.3449219	-0.3167286
0.0	0.0	0.0	0.58984375	0.1	-0.019632295
0.0	0.0	0.0	0.58984375	0.107421875	-0.02050027
0.0	0.0	0.0	0.58984375	0.11484375	-0.021406494
0.0	0.0	0.0	0.58984375	0.1296875	-0.02331159
0.0	0.0	0.0	0.58984375	0.159375	-0.027525075
0.0	0.0	0.0	0.58984375	0.1890625	-0.032385036
0.0	0.0	0.0	0.58984375	0.21875	-0.03946788
0.0	0.0	0.0	0.58984375	0.3375	-0.2632524
0.0	0.0	0.0	0.58984375	0.3449219	-0.30031642
0.0	0.0	0.0	0.58984375	0.35234374	-0.34263068
0.0	0.0	0.0	0.5972656	0.1	-0.019220145
0.0	0.0	0.0	0.5972656	0.107421875	-0.02005599
0.0	0.0	0.0	0.5972656	0.11484375	-0.020929348
0.0	0.0	0.0	0.5972656	0.12226562	-0.021829454
0.0	0.0	0.0	0.5972656	0.3449219	-0.28592387
0.0	0.0	0.0	0.6046875	0.1	-0.018815551
0.0	0.0	0.0	0.6046875	0.107421875	-0.019618997
0.0	0.0	0.0	0.6046875	0.11484375	-0.020460438
0.0	0.0	0.0	0.6046875	0.12226562	-0.021328641
0.0	0.0	0.0	0.6046875	0.1296875	-0.022238445
0.0	0.0	0.0	0.6046875	0.14453125	-0.024170775
0.0	0.0	0.0	0.6046875	0.159375	-0.026255906
0.0	0.0	0.0	0.6046875	0.17421874	-0.028380431
0.0	0.0	0.0	0.6046875	0.20390625	-0.033355027
0.0	0.0	0.0	0.6046875	0.21875	-0.036687244
0.0	0.0	0.0	0.6046875	0.23359376	-0.04096274
0.0	0.0	0.0	0.6046875	0.26328126	-0.054166228
0.0	0.0	0.0	0.6046875	0.278125	-0.06509563
0.0	0.0	0.0	0.6046875	0.29296875	-0.08269438
0.0	0.0	0.0	0.6046875	0.3375	-0.2348846
0.0	0.0	0.0	0.6046875	0.3449219	-0.27275437
0.0	0.0	0.0	0.6046875	0.35234374	-0.3153935
0.0	0.0	0.0	0.61210936	0.1	-0.018419476
0.0	0.0	0.0	0.61210936	0.107421875	-0.0191891
0.0	0.0	0.0	0.61210936	0.11484375	-0.020001138
0.0	0.0	0.0	0.61210936	0.12226562	-0.02083651
0.0	0.0	0.0	0.61210936	0.1296875	-0.021715706
0.0	0.0	0.0	0.61210936	0.13710937	-0.022631057
0.0	0.0	0.0	0.61210936	0.3449219	-0.25852838
0.0	0.0	0.0	0.6195313	0.1	-0.01802668
0.0	0.0	0.0	0.6195313	0.107421875	-0.018766208
0.0	0.0	0.0	0.6195313	0.11484375	-0.019549351
0.0	0.0	0.0	0.6195313	0.12226562	-0.020352542
0.0	0.0	0.0	0.6195313	0.1296875	-0.021200914
0.0	0.0	0.0	0.6195313	0.13710937	-0.022084333
0.0	0.0	0.0	0.6195313	0.14453125	-0.023002833
0.0	0.0	0.0	0.6195313	0.159375	-0.024967562
0.0	0.0	0.0	0.6195313	0.1890625	-0.029167546
0.0	0.0	0.0	0.6195313	0.21875	-0.034323193
0.0	0.0	0.0	0.6195313	0.2484375	-0.042635426
0.0	0.0	0.0	0.6269531	0.1	-0.017637186
0.0	0.0	0.0	0.6269531	0.107421875	-0.018350998
0.0	0.0	0.0	0.6269531	0.11484375	-0.01910067
0.0	0.0	0.0	0.6269531	0.12226562	-0.0198768
0.0	0.0	0.0	0.6269531	0.1296875	-0.020693405
0.0	0.0	0.0	0.6269531	0.13710937	-0.021547627
0.0	0.0	0.0	0.6269531	0.15195313	-0.023365736
0.0	0.0	0.0	0.6269531	0.35976562	-0.3124273
0.0	0.0	0.0	0.63437504	0.1	-0.017254591
0.0	0.0	0.0	0.63437504	0.107421875	-0.01794454
0.0	0.0	0.0	0.63437504	0.11484375	-0.018658437
0.0	0.0	0.0	0.63437504	0.12226562	-0.019409921
0.0	0.0	0.0	0.63437504	0.1296875	-0.020193227
0.0	0.0	0.0	0.63437504	0.14453125	-0.021875016
0.0	0.0	0.0	0.63437504	0.15195313	-0.022776436
0.0	0.0	0.0	0.63437504	0.159375	-0.02372083
0.0	0.0	0.0	0.63437504	0.17421874	-0.025730636
0.0	0.0	0.0	0.63437504	0.1890625	-0.027813524
0.0	0.0	0.0	0.63437504	0.20390625	-0.029900033
0.0	0.0	0.0	0.63437504	0.21875	-0.03231956
0.0	0.0	0.0	0.63437504	0.23359376	-0.03531967
0.0	0.0	0.0	0.63437504	0.2484375	-0.03925377
0.0	0.0	0.0	0.63437504	0.26328126	-0.044572726
0.0	0.0	0.0	0.63437504	0.29296875	-0.06273911
0.0	0.0	0.0	0.63437504	0.3078125	-0.08088954
0.0	0.0	0.0	0.63437504	0.32265624	-0.11453519
0.0	0.0	0.0	0.63437504	0.3375	-0.17285275
0.0	0.0	0.0	0.63437504	0.35234374	-0.25278062
0.0	0.0	0.0	0.63437504	0.35976562	-0.29410857
0.0	0.0	0.0	0.63437504	0.3671875	-0.34715077
0.0	0.0	0.0	0.6417969	0.1	-0.016880583
0.0	0.0	0.0	0.6417969	0.107421875	-0.017543912
0.0	0.0	0.0	0.6417969	0.11484375	-0.018223878
0.0	0.0	0.0	0.6417969	0.12226562	-0.018953752
0.0	0.0	0.0	0.6417969	0.1296875	-0.01970043
0.0	0.0	0.0	0.6417969	0.13710937	-0.020501543
0.0	0.0	0.0	0.6417969	0.15195313	-0.022195384
0.0	0.0	0.0	0.6417969	0.16679688	-0.0240691
0.0	0.0	0.0	0.6417969	0.35976562	-0.27922532
0.0	0.0	0.0	0.64921874	0.1	-0.016516645
0.0	0.0	0.0	0.64921874	0.107421875	-0.01713945
0.0	0.0	0.0	0.64921874	0.11484375	-0.017798541
0.0	0.0	0.0	0.64921874	0.12226562	-0.018494919
0.0	0.0	0.0	0.64921874	0.1296875	-0.01921665
0.0	0.0	0.0	0.64921874	0.13710937	-0.019984119
0.0	0.0	0.0	0.64921874	0.14453125	-0.020784166
0.0	0.0	0.0	0.64921874	0.159375	-0.022509985
0.0	0.0	0.0	0.64921874	0.16679688	-0.023438413
0.0	0.0	0.0	0.64921874	0.17421874	-0.024404062
0.0	0.0	0.0	0.64921874	0.1890625	-0.026468052
0.0	0.0	0.0	0.64921874	0.21875	-0.03059351
0.0	0.0	0.0	0.64921874	0.2484375	-0.036388375
0.0	0.0	0.0	0.64921874	0.278125	-0.046890467
0.0	0.0	0.0	0.64921874	0.35234374	-0.2191153
0.0	0.0	0.0	0.64921874	0.35976562	-0.26312023
0.0	0.0	0.0	0.64921874	0.3671875	-0.3074908
0.0	0.0	0.0	0.65664065	0.1	-0.016147843
0.0	0.0	0.0	0.65664065	0.107421875	-0.01674399
0.0	0.0	0.0	0.65664065	0.11484375	-0.017385017
0.0	0.0	0.0	0.65664065	0.12226562	-0.01804044
0.0	0.0	0.0	0.65664065	0.1296875	-0.018743455
0.0	0.0	0.0	0.65664065	0.13710937	-0.019474152
0.0	0.0	0.0	0.65664065	0.14453125	-0.020254122
0.0	0.0	0.0	0.65664065	0.15195313	-0.021058412
0.0	0.0	0.0	0.65664065	0.16679688	-0.02281829
0.0	0.0	0.0	0.65664065	0.18164062	-0.024735067
0.0	0.0	0.0	0.65664065	0.35976562	-0.24598254
0.0	0.0	0.0	0.65664065	0.3671875	-0.29091138
0.0	0.0	0.0	0.65664065	0.37460935	-0.34803918
0.0	0.0	0.0	0.6640625	0.1	-0.015782516
0.0	0.0	0.0	0.6640625	0.107421875	-0.016361196
0.0	0.0	0.0	0.6640625	0.11484375	-0.016963987
0.0	0.0	0.0	0.6640625	0.12226562	-0.017596379
0.0	0.0	0.0	0.6640625	0.1296875	-0.01827667
0.0	0.0	0.0	0.6640625	0.13710937	-0.018973287
0.0	0.0	0.0	0.6640625	0.14453125	-0.019726992
0.0	0.0	0.0	0.6640625	0.15195313	-0.020503776
0.0	0.0	0.0	0.6640625	0.159375	-0.02132896
0.0	0.0	0.0	0.6640625	0.17421874	-0.023111658
0.0	0.0	0.0	0.6640625	0.18164062	-0.024064377
0.0	0.0	0.0	0.6640625	0.1890625	-0.025064405
0.0	0.0	0.0	0.6640625	0.20390625	-0.027058883
0.0	0.0	0.0	0.6640625	0.21875	-0.02904363
0.0	0.0	0.0	0.6640625	0.23359376	-0.031266972
0.0	0.0	0.0	0.6640625	0.26328126	-0.037587166
0.0	0.0	0.0	0.6640625	0.278125	-0.042615667
0.0	0.0	0.0	0.6640625	0.29296875	-0.04975605
0.0	0.0	0.0	0.6640625	0.32265624	-0.079362705
0.0	0.0	0.0	0.6640625	0.3375	-0.11678229
0.0	0.0	0.0	0.6640625	0.35234374	-0.18415625
0.0	0.0	0.0	0.6640625	0.35976562	-0.2280655
0.0	0.0	0.0	0.6640625	0.3671875	-0.27444854
0.0	0.0	0.0	0.6714844	0.1	-0.01543045
0.0	0.0	0.0	0.6714844	0.107421875	-0.015979264
0.0	0.0	0.0	0.6714844	0.11484375	-0.016548317
0.0	0.0	0.0	0.6714844	0.12226562	-0.01716639
0.0	0.0	0.0	0.6714844	0.1296875	-0.017802684
0.0	0.0	0.0	0.6714844	0.13710937	-0.018484823
0.0	0.0	0.0	0.6714844	0.14453125	-0.019199673
0.0	0.0	0.0	0.6714844	0.15195313	-0.019960778
0.0	0.0	0.0	0.6714844	0.159375	-0.0207506
0.0	0.0	0.0	0.6714844	0.16679688	-0.021596132
0.0	0.0	0.0	0.6714844	0.18164062	-0.023403808
0.0	0.0	0.0	0.6714844	0.19648437	-0.025392953
0.0	0.0	0.0	0.6714844	0.22617188	-0.029328395
0.0	0.0	0.0	0.6714844	0.25585938	-0.034427725
0.0	0.0	0.0	0.6714844	0.31523436	-0.06363756
0.0	0.0	0.0	0.6714844	0.35976562	-0.20967652
0.0	0.0	0.0	0.6714844	0.37460935	-0.30348787
0.0	0.0	0.0	0.67890626	0.1	-0.015079948
0.0	0.0	0.0	0.67890626	0.107421875	-0.015592642
0.0	0.0	0.0	0.67890626	0.11484375	-0.0161482
0.0	0.0	0.0	0.67890626	0.12226562	-0.016730484
0.0	0.0	0.0	0.67890626	0.1296875	-0.01734121
0.0	0.0	0.0	0.67890626	0.13710937	-0.018006649
0.0	0.0	0.0	0.67890626	0.14453125	-0.018682985
0.0	0.0	0.0	0.67890626	0.15195313	-0.019422702
0.0	0.0	0.0	0.67890626	0.159375	-0.02018282
0.0	0.0	0.0	0.67890626	0.16679688	-0.02099561
0.0	0.0	0.0	0.67890626	0.17421874	-0.02186118
0.0	0.0	0.0	0.67890626	0.1890625	-0.023695529
0.0	0.0	0.0	0.67890626	0.19648437	-0.024685746
0.0	0.0	0.0	0.67890626	0.20390625	-0.025641086
0.0	0.0	0.0	0.67890626	0.21875	-0.027562782
0.0	0.0	0.0	0.67890626	0.22617188	-0.02856303
0.0	0.0	0.0	0.67890626	0.23359376	-0.029607974
0.0	0.0	0.0	0.67890626	0.2484375	-0.031942427
0.0	0.0	0.0	0.67890626	0.25585938	-0.03331545
0.0	0.0	0.0	0.67890626	0.26328126	-0.03490171
0.0	0.0	0.0	0.67890626	0.278125	-0.038995553
0.0	0.0	0.0	0.67890626	0.3078125	-0.053432733
0.0	0.0	0.0	0.67890626	0.31523436	-0.059433788
0.0	0.0	0.0	0.67890626	0.32265624	-0.06745623
0.0	0.0	0.0	0.67890626	0.3671875	-0.23811434
0.0	0.0	0.0	0.67890626	0.37460935	-0.286794
0.0	0.0	0.0	0.67890626	0.38203123	-0.34773794
0.0	0.0	0.0	0.6863281	0.1	-0.0147229
0.0	0.0	0.0	0.6863281	0.107421875	-0.015223229
0.0	0.0	0.0	0.6863281	0.11484375	-0.015749102
0.0	0.0	0.0	0.6863281	0.12226562	-0.016296389
0.0	0.0	0.0	0.6863281	0.1296875	-0.016897194
0.0	0.0	0.0	0.6863281	0.13710937	-0.017513113
0.0	0.0	0.0	0.6863281	0.14453125	-0.018180948
0.0	0.0	0.0	0.6863281	0.15195313	-0.018878672
0.0	0.0	0.0	0.6863281	0.159375	-0.019628175
0.0	0.0	0.0	0.6863281	0.16679688	-0.02040359
0.0	0.0	0.0	0.6863281	0.17421874	-0.021238312
0.0	0.0	0.0	0.6863281	0.18164062	-0.022114184
0.0	0.0	0.0	0.6863281	0.19648437	-0.023974583
0.0	0.0	0.0	0.6863281	0.21132812	-0.025853291
0.0	0.0	0.0	0.6863281	0.22617188	-0.027803969
0.0	0.0	0.0	0.6863281	0.24101561	-0.029884659
0.0	0.0	0.0	0.6863281	0.25585938	-0.03229026
0.0	0.0	0.0	0.6863281	0.27070314	-0.03541025
0.0	0.0	0.0	0.6863281	0.30039063	-0.04618369
0.0	0.0	0.0	0.6863281	0.31523436	-0.055713274
0.0	0.0	0.0	0.6863281	0.33007812	-0.072204895
0.0	0.0	0.0	0.6863281	0.35976562	-0.17292024
0.0	0.0	0.0	0.6863281	0.37460935	-0.2686646
0.0	0.0	0.0	0.6863281	0.38203123	-0.32276145
0.0	0.0	0.0	0.6863281	0.3894531	-0.3826137
0.0	0.0	0.0	0.69375	0.1	-0.014386596
0.0	0.0	0.0	0.69375	0.107421875	-0.01485211
0.0	0.0	0.0	0.69375	0.11484375	-0.015342392
0.0	0.0	0.0	0.69375	0.12226562	-0.01588095
0.0	0.0	0.0	0.69375	0.1296875	-0.016441183
0.0	0.0	0.0	0.69375	0.13710937	-0.017037107
0.0	0.0	0.0	0.69375	0.14453125	-0.01768295
0.0	0.0	0.0	0.69375	0.15195313	-0.018347647
0.0	0.0	0.0	0.69375	0.159375	-0.019070804
0.0	0.0	0.0	0.69375	0.16679688	-0.019821022
0.0	0.0	0.0	0.69375	0.17421874	-0.0206146
0.0	0.0	0.0	0.69375	0.18164062	-0.021447822
0.0	0.0	0.0	0.69375	0.1890625	-0.022318004
0.0	0.0	0.0	0.69375	0.19648437	-0.023219433
0.0	0.0	0.0	0.69375	0.20390625	-0.02414706
0.0	0.0	0.0	0.69375	0.21132812	-0.0250947
0.0	0.0	0.0	0.69375	0.21875	-0.026059384
0.0	0.0	0.0	0.69375	0.23359376	-0.028040368
0.0	0.0	0.0	0.69375	0.24101561	-0.029073125
0.0	0.0	0.0	0.69375	0.2484375	-0.030159988
0.0	0.0	0.0	0.69375	0.26328126	-0.0326524
0.0	0.0	0.0	0.69375	0.27070314	-0.034168467
0.0	0.0	0.0	0.69375	0.278125	-0.03596244
0.0	0.0	0.0	0.69375	0.29296875	-0.0407195
0.0	0.0	0.0	0.69375	0.30039063	-0.04386782
0.0	0.0	0.0	0.69375	0.3078125	-0.047687188
0.0	0.0	0.0	0.69375	0.32265624	-0.058409996
0.0	0.0	0.0	0.69375	0.33007812	-0.06655703
0.0	0.0	0.0	0.69375	0.3375	-0.07823262
0.0	0.0	0.0	0.69375	0.35234374	-0.12061404
0.0	0.0	0.0	0.69375	0.35976562	-0.15530618
0.0	0.0	0.0	0.69375	0.3671875	-0.19925652
0.0	0.0	0.0	0.69375	0.37460935	-0.24934748
0.0	0.0	0.0	0.69375	0.38203123	-0.3001502
0.0	0.0	0.0	0.69375	0.3894531	-0.3677464
0.0	0.0	0.0	0.69375	0.396875	-0.40504608
0.0	0.0	0.0	0.7011719	0.1	-0.014148992
0.0	0.0	0.0	0.7011719	0.107421875	-0.0145024555
0.0	0.0	0.0	0.7011719	0.11484375	-0.014959029
0.0	0.0	0.0	0.7011719	0.12226562	-0.01545932
0.0	0.0	0.0	0.7011719	0.1296875	-0.015990406
0.0	0.0	0.0	0.7011719	0.13710937	-0.016563827
0.0	0.0	0.0	0.7011719	0.14453125	-0.01713952
0.0	0.0	0.0	0.7011719	0.15195313	-0.017759457
0.0	0.0	0.0	0.7011719	0.159375	-0.018425452
0.0	0.0	0.0	0.7011719	0.16679688	-0.019139059
0.0	0.0	0.0	0.7011719	0.17421874	-0.019900696
0.0	0.0	0.0	0.7011719	0.18164062	-0.02070813
0.0	0.0	0.0	0.7011719	0.1890625	-0.021557905
0.0	0.0	0.0	0.7011719	0.19648437	-0.022446483
0.0	0.0	0.0	0.7011719	0.21132812	-0.02431376
0.0	0.0	0.0	0.7011719	0.22617188	-0.026261011
0.0	0.0	0.0	0.7011719	0.24101561	-0.028273098
0.0	0.0	0.0	0.7011719	0.25585938	-0.030437738
0.0	0.0	0.0	0.7011719	0.27070314	-0.033032663
0.0	0.0	0.0	0.7011719	0.28554687	-0.036571074
0.0	0.0	0.0	0.7011719	0.30039063	-0.04174231
0.0	0.0	0.0	0.7011719	0.31523436	-0.04940436
0.0	0.0	0.0	0.7011719	0.33007812	-0.061676137
0.0	0.0	0.0	0.7011719	0.3449219	-0.08602017
0.0	0.0	0.0	0.7011719	0.35976562	-0.13867545
0.0	0.0	0.0	0.7011719	0.37460935	-0.2291729
0.0	0.0	0.0	0.7011719	0.38203123	-0.2817121
0.0	0.0	0.0	0.7011719	0.3894531	-0.34596944
0.0	0.0	0.0	0.7085938	0.1	-0.013932903
0.0	0.0	0.0	0.7085938	0.107421875	-0.014269498
0.0	0.0	0.0	0.7085938	0.11484375	-0.014620886
0.0	0.0	0.0	0.7085938	0.12226562	-0.0150367655
0.0	0.0	0.0	0.7085938	0.1296875	-0.015564971
0.0	0.0	0.0	0.7085938	0.13710937	-0.016086075
0.0	0.0	0.0	0.7085938	0.14453125	-0.016613808
0.0	0.0	0.0	0.7085938	0.15195313	-0.017186387
0.0	0.0	0.0	0.7085938	0.159375	-0.017806541
0.0	0.0	0.0	0.7085938	0.16679688	-0.018476972
0.0	0.0	0.0	0.7085938	0.17421874	-0.01919926
0.0	0.0	0.0	0.7085938	0.18164062	-0.019972093
0.0	0.0	0.0	0.7085938	0.1890625	-0.020793956
0.0	0.0	0.0	0.7085938	0.19648437	-0.021662258
0.0	0.0	0.0	0.7085938	0.20390625	-0.022570178
0.0	0.0	0.0	0.7085938	0.21132812	-0.02351116
0.0	0.0	0.0	0.7085938	0.21875	-0.024477456
0.0	0.0	0.0	0.7085938	0.22617188	-0.025462046
0.0	0.0	0.0	0.7085938	0.23359376	-0.026460338
0.0	0.0	0.0	0.7085938	0.24101561	-0.027471839
0.0	0.0	0.0	0.7085938	0.2484375	-0.02850419
0.0	0.0	0.0	0.7085938	0.25585938	-0.029576128
0.0	0.0	0.0	0.7085938	0.26328126	-0.030720118
0.0	0.0	0.0	0.7085938	0.278125	-0.033439957
0.0	0.0	0.0	0.7085938	0.28554687	-0.03516422
0.0	0.0	0.0	0.7085938	0.29296875	-0.037250426
0.0	0.0	0.0	0.7085938	0.3078125	-0.042901084
0.0	0.0	0.0	0.7085938	0.31523436	-0.046693414
0.0	0.0	0.0	0.7085938	0.32265624	-0.051389813
0.0	0.0	0.0	0.7085938	0.3375	-0.06572971
0.0	0.0	0.0	0.7085938	0.3449219	-0.077863835
0.0	0.0	0.0	0.7085938	0.35234374	-0.09618208
0.0	0.0	0.0	0.7085938	0.38203123	-0.26183593
0.0	0.0	0.0	0.71601564	0.1	-0.013718168
0.0	0.0	0.0	0.71601564	0.107421875	-0.014039972
0.0	0.0	0.0	0.71601564	0.11484375	-0.014374992
0.0	0.0	0.0	0.71601564	0.12226562	-0.014715429
0.0	0.0	0.0	0.71601564	0.1296875	-0.015114116
