CaI	IP3	CaS	g	k1	k2	Robustness
0.1	0.05	1100.0	0.0	0.44999996	0.17500001	-0.12645623
0.1	0.05	1100.0	0.0	0.44999996	0.1765625	-0.13734397
0.1	0.05	1100.0	0.0	0.44999996	0.178125	-0.13789085
0.1	0.05	1100.0	0.0	0.44999996	0.1796875	-0.1410704
0.1	0.05	1100.0	0.0	0.44999996	0.18125	-0.15310296
0.1	0.05	1100.0	0.0	0.44999996	0.18281251	-0.14560452
0.1	0.05	1100.0	0.0	0.44999996	0.184375	-0.16161045
0.1	0.05	1100.0	0.0	0.44999996	0.1859375	-0.15773132
0.1	0.05	1100.0	0.0	0.44999996	0.1875	-0.16260728
0.1	0.05	1100.0	0.0	0.44999996	0.1890625	-0.17526361
0.1	0.05	1100.0	0.0	0.44999996	0.19062501	-0.16806796
0.1	0.05	1100.0	0.0	0.44999996	0.1921875	-0.18094447
0.1	0.05	1100.0	0.0	0.44999996	0.19375	-0.17397049
0.1	0.05	1100.0	0.0	0.46249998	0.104687504	0.043247238
0.1	0.05	1100.0	0.0	0.46249998	0.10625	0.040149152
0.1	0.05	1100.0	0.0	0.46249998	0.1078125	0.039659604
0.1	0.05	1100.0	0.0	0.46249998	0.109375	0.039243877
0.1	0.05	1100.0	0.0	0.46249998	0.1109375	0.03596674
0.1	0.05	1100.0	0.0	0.46249998	0.112500004	0.035664603
0.1	0.05	1100.0	0.0	0.46249998	0.1140625	0.033476293
0.1	0.05	1100.0	0.0	0.46249998	0.115625	0.031995505
0.1	0.05	1100.0	0.0	0.46249998	0.1171875	0.031914502
0.1	0.05	1100.0	0.0	0.46249998	0.118750006	0.028236374
0.1	0.05	1100.0	0.0	0.46249998	0.120312504	0.027445033
0.1	0.05	1100.0	0.0	0.46249998	0.121875	0.024392396
0.1	0.05	1100.0	0.0	0.46249998	0.1234375	0.024568245
0.1	0.05	1100.0	0.0	0.46249998	0.125	0.020467013
0.1	0.05	1100.0	0.0	0.46249998	0.1265625	0.020987585
0.1	0.05	1100.0	0.0	0.46249998	0.128125	0.016724437
0.1	0.05	1100.0	0.0	0.46249998	0.1296875	0.015644342
0.1	0.05	1100.0	0.0	0.46249998	0.13125	0.012997925
0.1	0.05	1100.0	0.0	0.46249998	0.1328125	0.012052059
0.1	0.05	1100.0	0.0	0.46249998	0.134375	0.0085733235
0.1	0.05	1100.0	0.0	0.46249998	0.1359375	0.009871632
0.1	0.05	1100.0	0.0	0.46249998	0.1375	0.0043678433
0.1	0.05	1100.0	0.0	0.46249998	0.1390625	0.002458036
0.1	0.05	1100.0	0.0	0.46249998	0.140625	4.1601062E-4
0.1	0.05	1100.0	0.0	0.46249998	0.1421875	9.380728E-4
0.1	0.05	1100.0	0.0	0.46249998	0.14375	-0.003402695
0.1	0.05	1100.0	0.0	0.46249998	0.1453125	-0.005233228
0.1	0.05	1100.0	0.0	0.46249998	0.146875	-0.008379668
0.1	0.05	1100.0	0.0	0.46249998	0.1484375	-0.008962274
0.1	0.05	1100.0	0.0	0.46249998	0.15	-0.010377765
0.1	0.05	1100.0	0.0	0.46249998	0.1515625	-0.016849548
0.1	0.05	1100.0	0.0	0.46249998	0.153125	-0.030491382
0.1	0.05	1100.0	0.0	0.46249998	0.1546875	-0.033933073
0.1	0.05	1100.0	0.0	0.46249998	0.15625	-0.042784184
0.1	0.05	1100.0	0.0	0.46249998	0.1578125	-0.05184999
0.1	0.05	1100.0	0.0	0.46249998	0.159375	-0.04749176
0.1	0.05	1100.0	0.0	0.46249998	0.1609375	-0.061965257
0.1	0.05	1100.0	0.0	0.46249998	0.1625	-0.060265243
0.1	0.05	1100.0	0.0	0.46249998	0.1640625	-0.07129899
0.1	0.05	1100.0	0.0	0.46249998	0.165625	-0.08008224
0.1	0.05	1100.0	0.0	0.46249998	0.16718751	-0.080996156
0.1	0.05	1100.0	0.0	0.46249998	0.16875	-0.08066547
0.1	0.05	1100.0	0.0	0.46249998	0.1703125	-0.0911659
0.1	0.05	1100.0	0.0	0.46249998	0.171875	-0.09801769
0.1	0.05	1100.0	0.0	0.46249998	0.1734375	-0.101481944
0.1	0.05	1100.0	0.0	0.46249998	0.17500001	-0.1037114
0.1	0.05	1100.0	0.0	0.46249998	0.1765625	-0.1148403
0.1	0.05	1100.0	0.0	0.46249998	0.178125	-0.10775313
0.1	0.05	1100.0	0.0	0.46249998	0.1796875	-0.12327823
0.1	0.05	1100.0	0.0	0.46249998	0.18125	-0.12917092
0.1	0.05	1100.0	0.0	0.46249998	0.18281251	-0.13463369
0.1	0.05	1100.0	0.0	0.46249998	0.184375	-0.13277462
0.1	0.05	1100.0	0.0	0.46249998	0.1859375	-0.1447443
0.1	0.05	1100.0	0.0	0.46249998	0.1875	-0.14222702
0.1	0.05	1100.0	0.0	0.46249998	0.1890625	-0.14911184
0.1	0.05	1100.0	0.0	0.46249998	0.19062501	-0.15426818
0.1	0.05	1100.0	0.0	0.46249998	0.1921875	-0.15397444
0.1	0.05	1100.0	0.0	0.46249998	0.19375	-0.14663598
0.1	0.05	1100.0	0.0	0.46249998	0.1953125	-0.16282657
0.1	0.05	1100.0	0.0	0.47499996	0.103125	0.045623884
0.1	0.05	1100.0	0.0	0.47499996	0.104687504	0.044976115
0.1	0.05	1100.0	0.0	0.47499996	0.10625	0.044389427
0.1	0.05	1100.0	0.0	0.47499996	0.1078125	0.04150729
0.1	0.05	1100.0	0.0	0.47499996	0.109375	0.040999696
0.1	0.05	1100.0	0.0	0.47499996	0.1109375	0.040558577
0.1	0.05	1100.0	0.0	0.47499996	0.112500004	0.037535906
0.1	0.05	1100.0	0.0	0.47499996	0.1140625	0.03719306
0.1	0.05	1100.0	0.0	0.47499996	0.115625	0.03692314
0.1	0.05	1100.0	0.0	0.47499996	0.1171875	0.03376633
0.1	0.05	1100.0	0.0	0.47499996	0.118750006	0.033615336
0.1	0.05	1100.0	0.0	0.47499996	0.120312504	0.030278772
0.1	0.05	1100.0	0.0	0.47499996	0.121875	0.030265644
0.1	0.05	1100.0	0.0	0.47499996	0.1234375	0.027321279
0.1	0.05	1100.0	0.0	0.47499996	0.125	0.026882097
0.1	0.05	1100.0	0.0	0.47499996	0.1265625	0.02489093
0.1	0.05	1100.0	0.0	0.47499996	0.128125	0.021997169
0.1	0.05	1100.0	0.0	0.47499996	0.1296875	0.020745367
0.1	0.05	1100.0	0.0	0.47499996	0.13125	0.019570991
0.1	0.05	1100.0	0.0	0.47499996	0.1328125	0.018478855
0.1	0.05	1100.0	0.0	0.47499996	0.134375	0.016642302
0.1	0.05	1100.0	0.0	0.47499996	0.1359375	0.016353458
0.1	0.05	1100.0	0.0	0.47499996	0.1375	0.013260886
0.1	0.05	1100.0	0.0	0.47499996	0.1390625	0.009331614
0.1	0.05	1100.0	0.0	0.47499996	0.140625	0.008631527
0.1	0.05	1100.0	0.0	0.47499996	0.1421875	0.0066378713
0.1	0.05	1100.0	0.0	0.47499996	0.14375	0.00671041
0.1	0.05	1100.0	0.0	0.47499996	0.1453125	0.0015030056
0.1	0.05	1100.0	0.0	0.47499996	0.146875	-1.0095537E-4
0.1	0.05	1100.0	0.0	0.47499996	0.1484375	-0.001824066
0.1	0.05	1100.0	0.0	0.47499996	0.15	-6.471574E-5
0.1	0.05	1100.0	0.0	0.47499996	0.1515625	-0.004953176
0.1	0.05	1100.0	0.0	0.47499996	0.153125	-0.0081432015
0.1	0.05	1100.0	0.0	0.47499996	0.1546875	-0.007834569
0.1	0.05	1100.0	0.0	0.47499996	0.15625	-0.013587058
0.1	0.05	1100.0	0.0	0.47499996	0.1578125	-0.017201304
0.1	0.05	1100.0	0.0	0.47499996	0.159375	-0.025864959
0.1	0.05	1100.0	0.0	0.47499996	0.1609375	-0.035802722
0.1	0.05	1100.0	0.0	0.47499996	0.1625	-0.03014952
0.1	0.05	1100.0	0.0	0.47499996	0.1640625	-0.04450199
0.1	0.05	1100.0	0.0	0.47499996	0.165625	-0.042581856
0.1	0.05	1100.0	0.0	0.47499996	0.16718751	-0.05360371
0.1	0.05	1100.0	0.0	0.47499996	0.16875	-0.062000245
0.1	0.05	1100.0	0.0	0.47499996	0.1703125	-0.06308487
0.1	0.05	1100.0	0.0	0.47499996	0.171875	-0.062205464
0.1	0.05	1100.0	0.0	0.47499996	0.1734375	-0.072927624
0.1	0.05	1100.0	0.0	0.47499996	0.17500001	-0.08297464
0.1	0.05	1100.0	0.0	0.47499996	0.1765625	-0.083114505
0.1	0.05	1100.0	0.0	0.47499996	0.178125	-0.08446115
0.1	0.05	1100.0	0.0	0.47499996	0.1796875	-0.09539023
0.1	0.05	1100.0	0.0	0.47499996	0.18125	-0.10647282
0.1	0.05	1100.0	0.0	0.47499996	0.18281251	-0.10446319
0.1	0.05	1100.0	0.0	0.47499996	0.184375	-0.10914096
0.1	0.05	1100.0	0.0	0.47499996	0.1859375	-0.12064573
0.1	0.05	1100.0	0.0	0.47499996	0.1875	-0.11235556
0.1	0.05	1100.0	0.0	0.47499996	0.1890625	-0.12702164
0.1	0.05	1100.0	0.0	0.47499996	0.19062501	-0.12286863
0.1	0.05	1100.0	0.0	0.47499996	0.1921875	-0.13871643
0.1	0.05	1100.0	0.0	0.47499996	0.19375	-0.1402686
0.1	0.05	1100.0	0.0	0.47499996	0.1953125	-0.132619
0.1	0.05	1100.0	0.0	0.47499996	0.196875	-0.1467751
0.1	0.05	1100.0	0.0	0.48749998	0.1015625	-34.87645
0.1	0.05	1100.0	0.0	0.48749998	0.103125	-0.37035525
0.1	0.05	1100.0	0.0	0.48749998	0.104687504	0.046526507
0.1	0.05	1100.0	0.0	0.48749998	0.10625	0.04587385
0.1	0.05	1100.0	0.0	0.48749998	0.1078125	0.045277268
0.1	0.05	1100.0	0.0	0.48749998	0.109375	0.04255724
0.1	0.05	1100.0	0.0	0.48749998	0.1109375	0.042033434
0.1	0.05	1100.0	0.0	0.48749998	0.112500004	0.041570902
0.1	0.05	1100.0	0.0	0.48749998	0.1140625	0.038738206
0.1	0.05	1100.0	0.0	0.48749998	0.115625	0.038363054
0.1	0.05	1100.0	0.0	0.48749998	0.1171875	0.038054302
0.1	0.05	1100.0	0.0	0.48749998	0.118750006	0.035113692
0.1	0.05	1100.0	0.0	0.48749998	0.120312504	0.034909874
0.1	0.05	1100.0	0.0	0.48749998	0.121875	0.03258711
0.1	0.05	1100.0	0.0	0.48749998	0.1234375	0.031738102
0.1	0.05	1100.0	0.0	0.48749998	0.125	0.03172493
0.1	0.05	1100.0	0.0	0.48749998	0.1265625	0.02854684
0.1	0.05	1100.0	0.0	0.48749998	0.128125	0.028673083
0.1	0.05	1100.0	0.0	0.48749998	0.1296875	0.025343224
0.1	0.05	1100.0	0.0	0.48749998	0.13125	0.025624335
0.1	0.05	1100.0	0.0	0.48749998	0.1328125	0.022138238
0.1	0.05	1100.0	0.0	0.48749998	0.134375	0.02236323
0.1	0.05	1100.0	0.0	0.48749998	0.1359375	0.018947199
0.1	0.05	1100.0	0.0	0.48749998	0.1375	0.019598603
0.1	0.05	1100.0	0.0	0.48749998	0.1390625	0.015076354
0.1	0.05	1100.0	0.0	0.48749998	0.140625	0.014247403
0.1	0.05	1100.0	0.0	0.48749998	0.1421875	0.012675345
0.1	0.05	1100.0	0.0	0.48749998	0.14375	0.012876958
0.1	0.05	1100.0	0.0	0.48749998	0.1453125	0.009644955
0.1	0.05	1100.0	0.0	0.48749998	0.146875	0.006641209
0.1	0.05	1100.0	0.0	0.48749998	0.1484375	0.0057779998
0.1	0.05	1100.0	0.0	0.48749998	0.15	0.0041662753
0.1	0.05	1100.0	0.0	0.48749998	0.1515625	0.0039263666
0.1	0.05	1100.0	0.0	0.48749998	0.153125	-9.77099E-4
0.1	0.05	1100.0	0.0	0.48749998	0.1546875	-0.0014224201
0.1	0.05	1100.0	0.0	0.48749998	0.15625	-0.0037383288
0.1	0.05	1100.0	0.0	0.48749998	0.1578125	-0.0036693215
0.1	0.05	1100.0	0.0	0.48749998	0.159375	-0.00834848
0.1	0.05	1100.0	0.0	0.48749998	0.1609375	-0.010394633
0.1	0.05	1100.0	0.0	0.48749998	0.1625	-0.008616358
0.1	0.05	1100.0	0.0	0.48749998	0.1640625	-0.018459707
0.1	0.05	1100.0	0.0	0.48749998	0.165625	-0.026182145
0.1	0.05	1100.0	0.0	0.48749998	0.16718751	-0.02694261
0.1	0.05	1100.0	0.0	0.48749998	0.16875	-0.024616122
0.1	0.05	1100.0	0.0	0.48749998	0.1703125	-0.035826117
0.1	0.05	1100.0	0.0	0.48749998	0.171875	-0.050365657
0.1	0.05	1100.0	0.0	0.48749998	0.1734375	-0.053438634
0.1	0.05	1100.0	0.0	0.48749998	0.17500001	-0.059811354
0.1	0.05	1100.0	0.0	0.48749998	0.1765625	-0.054718196
0.1	0.05	1100.0	0.0	0.48749998	0.178125	-0.069612175
0.1	0.05	1100.0	0.0	0.48749998	0.1796875	-0.07431364
0.1	0.05	1100.0	0.0	0.48749998	0.18125	-0.079757094
0.1	0.05	1100.0	0.0	0.48749998	0.18281251	-0.07573843
0.1	0.05	1100.0	0.0	0.48749998	0.184375	-0.09021509
0.1	0.05	1100.0	0.0	0.48749998	0.1859375	-0.097661644
0.1	0.05	1100.0	0.0	0.48749998	0.1875	-0.10098657
0.1	0.05	1100.0	0.0	0.48749998	0.1890625	-0.1002287
0.1	0.05	1100.0	0.0	0.48749998	0.19062501	-0.11205509
0.1	0.05	1100.0	0.0	0.48749998	0.1921875	-0.10773501
0.1	0.05	1100.0	0.0	0.48749998	0.19375	-0.115050405
0.1	0.05	1100.0	0.0	0.48749998	0.1953125	-0.122838974
0.1	0.05	1100.0	0.0	0.48749998	0.196875	-0.11892876
0.1	0.05	1100.0	0.0	0.48749998	0.19843751	-0.13101551
0.1	0.05	1100.0	0.0	0.49999997	0.1	-65.95749
0.1	0.05	1100.0	0.0	0.49999997	0.1015625	-68.81171
0.1	0.05	1100.0	0.0	0.49999997	0.103125	-48.967594
0.1	0.05	1100.0	0.0	0.49999997	0.104687504	-53.681736
0.1	0.05	1100.0	0.0	0.49999997	0.10625	-29.583153
0.1	0.05	1100.0	0.0	0.49999997	0.1078125	-30.954979
0.1	0.05	1100.0	0.0	0.49999997	0.109375	-0.3736921
0.1	0.05	1100.0	0.0	0.49999997	0.1109375	0.03880793
0.1	0.05	1100.0	0.0	0.49999997	0.112500004	0.04283431
0.1	0.05	1100.0	0.0	0.49999997	0.1140625	0.04235196
0.1	0.05	1100.0	0.0	0.49999997	0.115625	0.040768623
0.1	0.05	1100.0	0.0	0.49999997	0.1171875	0.039260358
0.1	0.05	1100.0	0.0	0.49999997	0.118750006	0.03891951
0.1	0.05	1100.0	0.0	0.49999997	0.120312504	0.036143437
0.1	0.05	1100.0	0.0	0.49999997	0.121875	0.035894886
0.1	0.05	1100.0	0.0	0.49999997	0.1234375	0.035712034
0.1	0.05	1100.0	0.0	0.49999997	0.125	0.032856524
0.1	0.05	1100.0	0.0	0.49999997	0.1265625	0.03278108
0.1	0.05	1100.0	0.0	0.49999997	0.128125	0.02980864
0.1	0.05	1100.0	0.0	0.49999997	0.1296875	0.02985406
0.1	0.05	1100.0	0.0	0.49999997	0.13125	0.026781827
0.1	0.05	1100.0	0.0	0.49999997	0.1328125	0.026938185
0.1	0.05	1100.0	0.0	0.49999997	0.134375	0.025192916
0.1	0.05	1100.0	0.0	0.49999997	0.1359375	0.024040565
0.1	0.05	1100.0	0.0	0.49999997	0.1375	0.0228073
0.1	0.05	1100.0	0.0	0.49999997	0.1390625	0.021177411
0.1	0.05	1100.0	0.0	0.49999997	0.140625	0.019695222
0.1	0.05	1100.0	0.0	0.49999997	0.1421875	0.017847657
0.1	0.05	1100.0	0.0	0.49999997	0.14375	0.015885592
0.1	0.05	1100.0	0.0	0.49999997	0.1453125	0.015610307
0.1	0.05	1100.0	0.0	0.49999997	0.146875	0.011848435
0.1	0.05	1100.0	0.0	0.49999997	0.1484375	0.010488823
0.1	0.05	1100.0	0.0	0.49999997	0.15	0.009050697
0.1	0.05	1100.0	0.0	0.49999997	0.1515625	0.009646222
0.1	0.05	1100.0	0.0	0.49999997	0.153125	0.0063684583
0.1	0.05	1100.0	0.0	0.49999997	0.1546875	0.0034644008
0.1	0.05	1100.0	0.0	0.49999997	0.15625	0.003379792
0.1	0.05	1100.0	0.0	0.49999997	0.1578125	0.0012966692
0.1	0.05	1100.0	0.0	0.49999997	0.159375	0.0012446046
0.1	0.05	1100.0	0.0	0.49999997	0.1609375	-0.0031591654
0.1	0.05	1100.0	0.0	0.49999997	0.1625	-0.002457112
0.1	0.05	1100.0	0.0	0.49999997	0.1640625	-0.005428225
0.1	0.05	1100.0	0.0	0.49999997	0.165625	-0.00892517
0.1	0.05	1100.0	0.0	0.49999997	0.16718751	-0.008060947
0.1	0.05	1100.0	0.0	0.49999997	0.16875	-0.012693286
0.1	0.05	1100.0	0.0	0.49999997	0.1703125	-0.017081767
0.1	0.05	1100.0	0.0	0.49999997	0.171875	-0.023478895
0.1	0.05	1100.0	0.0	0.49999997	0.1734375	-0.017929554
0.1	0.05	1100.0	0.0	0.49999997	0.17500001	-0.032346576
0.1	0.05	1100.0	0.0	0.49999997	0.1765625	-0.0345577
0.1	0.05	1100.0	0.0	0.49999997	0.178125	-0.044334024
0.1	0.05	1100.0	0.0	0.49999997	0.1796875	-0.04128456
0.1	0.05	1100.0	0.0	0.49999997	0.18125	-0.051177144
0.1	0.05	1100.0	0.0	0.49999997	0.18281251	-0.05472669
0.1	0.05	1100.0	0.0	0.49999997	0.184375	-0.065126866
0.1	0.05	1100.0	0.0	0.49999997	0.1859375	-0.056259513
0.1	0.05	1100.0	0.0	0.49999997	0.1875	-0.07135993
0.1	0.05	1100.0	0.0	0.49999997	0.1890625	-0.077341974
0.1	0.05	1100.0	0.0	0.49999997	0.19062501	-0.08833036
0.1	0.05	1100.0	0.0	0.49999997	0.1921875	-0.07955575
0.1	0.05	1100.0	0.0	0.49999997	0.19375	-0.09277615
0.1	0.05	1100.0	0.0	0.49999997	0.1953125	-0.102214605
0.1	0.05	1100.0	0.0	0.49999997	0.196875	-0.10391638
0.1	0.05	1100.0	0.0	0.49999997	0.19843751	-0.105484754
0.1	0.05	1100.0	0.0	0.49999997	0.2	-0.11726776
0.1	0.05	1100.0	0.0	0.5125	0.1015625	-79.94615
0.1	0.05	1100.0	0.0	0.5125	0.103125	-80.82925
0.1	0.05	1100.0	0.0	0.5125	0.104687504	-73.877205
0.1	0.05	1100.0	0.0	0.5125	0.10625	-66.33807
0.1	0.05	1100.0	0.0	0.5125	0.1078125	-64.199524
0.1	0.05	1100.0	0.0	0.5125	0.109375	-48.469383
0.1	0.05	1100.0	0.0	0.5125	0.1109375	-49.752193
0.1	0.05	1100.0	0.0	0.5125	0.112500004	-28.24115
0.1	0.05	1100.0	0.0	0.5125	0.1140625	-30.95794
0.1	0.05	1100.0	0.0	0.5125	0.115625	-0.43197268
0.1	0.05	1100.0	0.0	0.5125	0.1171875	0.011786699
0.1	0.05	1100.0	0.0	0.5125	0.118750006	0.039946944
0.1	0.05	1100.0	0.0	0.5125	0.120312504	0.039576307
0.1	0.05	1100.0	0.0	0.5125	0.121875	0.038795978
0.1	0.05	1100.0	0.0	0.5125	0.1234375	0.036641628
0.1	0.05	1100.0	0.0	0.5125	0.125	0.036416933
0.1	0.05	1100.0	0.0	0.5125	0.1265625	0.03370212
0.1	0.05	1100.0	0.0	0.5125	0.128125	0.033575386
0.1	0.05	1100.0	0.0	0.5125	0.1296875	0.032752723
0.1	0.05	1100.0	0.0	0.5125	0.13125	0.030740544
0.1	0.05	1100.0	0.0	0.5125	0.1328125	0.03078565
0.1	0.05	1100.0	0.0	0.5125	0.134375	0.027923167
0.1	0.05	1100.0	0.0	0.5125	0.1359375	0.028086647
0.1	0.05	1100.0	0.0	0.5125	0.1375	0.025127023
0.1	0.05	1100.0	0.0	0.5125	0.1390625	0.0254229
0.1	0.05	1100.0	0.0	0.5125	0.140625	0.022363126
0.1	0.05	1100.0	0.0	0.5125	0.1421875	0.022801682
0.1	0.05	1100.0	0.0	0.5125	0.14375	0.019644901
0.1	0.05	1100.0	0.0	0.5125	0.1453125	0.02023761
0.1	0.05	1100.0	0.0	0.5125	0.146875	0.016984463
0.1	0.05	1100.0	0.0	0.5125	0.1484375	0.017743587
0.1	0.05	1100.0	0.0	0.5125	0.15	0.014394656
0.1	0.05	1100.0	0.0	0.5125	0.1515625	0.013179764
0.1	0.05	1100.0	0.0	0.5125	0.153125	0.011897504
0.1	0.05	1100.0	0.0	0.5125	0.1546875	0.010346323
0.1	0.05	1100.0	0.0	0.5125	0.15625	0.0071511716
0.1	0.05	1100.0	0.0	0.5125	0.1578125	0.0057267696
0.1	0.05	1100.0	0.0	0.5125	0.159375	0.0068047494
0.1	0.05	1100.0	0.0	0.5125	0.1609375	0.003382355
0.1	0.05	1100.0	0.0	0.5125	0.1625	0.0011594146
0.1	0.05	1100.0	0.0	0.5125	0.1640625	0.0011971891
0.1	0.05	1100.0	0.0	0.5125	0.165625	-0.001862973
0.1	0.05	1100.0	0.0	0.5125	0.16718751	-0.004476279
0.1	0.05	1100.0	0.0	0.5125	0.16875	-0.005125612
0.1	0.05	1100.0	0.0	0.5125	0.1703125	-0.0033191442
0.1	0.05	1100.0	0.0	0.5125	0.171875	-0.009629697
0.1	0.05	1100.0	0.0	0.5125	0.1734375	-0.011252761
0.1	0.05	1100.0	0.0	0.5125	0.17500001	-0.008557484
0.1	0.05	1100.0	0.0	0.5125	0.1765625	-0.016457528
0.1	0.05	1100.0	0.0	0.5125	0.178125	-0.01415813
0.1	0.05	1100.0	0.0	0.5125	0.1796875	-0.028575718
0.1	0.05	1100.0	0.0	0.5125	0.18125	-0.024867743
0.1	0.05	1100.0	0.0	0.5125	0.18281251	-0.037782878
0.1	0.05	1100.0	0.0	0.5125	0.184375	-0.044555247
0.1	0.05	1100.0	0.0	0.5125	0.1859375	-0.04734525
0.1	0.05	1100.0	0.0	0.5125	0.1875	-0.044979632
0.1	0.05	1100.0	0.0	0.5125	0.1890625	-0.057236373
0.1	0.05	1100.0	0.0	0.5125	0.19062501	-0.06588438
0.1	0.05	1100.0	0.0	0.5125	0.1921875	-0.067444324
0.1	0.05	1100.0	0.0	0.5125	0.19375	-0.067478776
0.1	0.05	1100.0	0.0	0.5125	0.1953125	-0.07842758
0.1	0.05	1100.0	0.0	0.5125	0.196875	-0.073370874
0.1	0.05	1100.0	0.0	0.5125	0.19843751	-0.08874813
0.1	0.05	1100.0	0.0	0.525	0.103125	-84.49566
0.1	0.05	1100.0	0.0	0.525	0.104687504	-84.7024
0.1	0.05	1100.0	0.0	0.525	0.10625	-81.94041
0.1	0.05	1100.0	0.0	0.525	0.1078125	-76.90708
0.1	0.05	1100.0	0.0	0.525	0.109375	-78.47246
0.1	0.05	1100.0	0.0	0.525	0.1109375	-70.29008
0.1	0.05	1100.0	0.0	0.525	0.112500004	-66.011475
0.1	0.05	1100.0	0.0	0.525	0.1140625	-60.76306
0.1	0.05	1100.0	0.0	0.525	0.115625	-47.379642
0.1	0.05	1100.0	0.0	0.525	0.1171875	-48.219723
0.1	0.05	1100.0	0.0	0.525	0.118750006	-26.410141
0.1	0.05	1100.0	0.0	0.525	0.120312504	-30.6399
0.1	0.05	1100.0	0.0	0.525	0.121875	-0.52627784
0.1	0.05	1100.0	0.0	0.525	0.1234375	-0.04091537
0.1	0.05	1100.0	0.0	0.525	0.125	0.037199005
0.1	0.05	1100.0	0.0	0.525	0.1265625	0.03693752
0.1	0.05	1100.0	0.0	0.525	0.128125	0.036304653
0.1	0.05	1100.0	0.0	0.525	0.1296875	0.034159407
0.1	0.05	1100.0	0.0	0.525	0.13125	0.03404647
0.1	0.05	1100.0	0.0	0.525	0.1328125	0.0313942
0.1	0.05	1100.0	0.0	0.525	0.134375	0.03138128
0.1	0.05	1100.0	0.0	0.525	0.1359375	0.028648779
0.1	0.05	1100.0	0.0	0.525	0.1375	0.028743804
0.1	0.05	1100.0	0.0	0.525	0.1390625	0.027439147
0.1	0.05	1100.0	0.0	0.525	0.140625	0.026139662
0.1	0.05	1100.0	0.0	0.525	0.1421875	0.025828153
0.1	0.05	1100.0	0.0	0.525	0.14375	0.023580655
0.1	0.05	1100.0	0.0	0.525	0.1453125	0.023457348
0.1	0.05	1100.0	0.0	0.525	0.146875	0.02107118
0.1	0.05	1100.0	0.0	0.525	0.1484375	0.02037698
0.1	0.05	1100.0	0.0	0.525	0.15	0.018625677
0.1	0.05	1100.0	0.0	0.525	0.1515625	0.016635299
0.1	0.05	1100.0	0.0	0.525	0.153125	0.016257852
0.1	0.05	1100.0	0.0	0.525	0.1546875	0.013025194
0.1	0.05	1100.0	0.0	0.525	0.15625	0.013978809
0.1	0.05	1100.0	0.0	0.525	0.1578125	0.010673031
0.1	0.05	1100.0	0.0	0.525	0.159375	0.009602368
0.1	0.05	1100.0	0.0	0.525	0.1609375	0.008430302
0.1	0.05	1100.0	0.0	0.525	0.1625	0.008879989
0.1	0.05	1100.0	0.0	0.525	0.1640625	0.004164517
0.1	0.05	1100.0	0.0	0.525	0.165625	0.0026524663
0.1	0.05	1100.0	0.0	0.525	0.16718751	0.004271865
0.1	0.05	1100.0	0.0	0.525	0.16875	6.258786E-4
0.1	0.05	1100.0	0.0	0.525	0.1703125	-8.595884E-4
0.1	0.05	1100.0	0.0	0.525	0.171875	-0.0012236089
0.1	0.05	1100.0	0.0	0.525	0.1734375	-0.005183995
0.1	0.05	1100.0	0.0	0.525	0.17500001	-0.0056274384
0.1	0.05	1100.0	0.0	0.525	0.1765625	-0.0069449544
0.1	0.05	1100.0	0.0	0.525	0.178125	-0.007957667
0.1	0.05	1100.0	0.0	0.525	0.1796875	-0.010002509
0.1	0.05	1100.0	0.0	0.525	0.18125	-0.012794942
0.1	0.05	1100.0	0.0	0.525	0.18281251	-0.015368789
0.1	0.05	1100.0	0.0	0.525	0.184375	-0.013991728
0.1	0.05	1100.0	0.0	0.525	0.1859375	-0.019067377
0.1	0.05	1100.0	0.0	0.525	0.1875	-0.03364888
0.1	0.05	1100.0	0.0	0.525	0.1890625	-0.034187347
0.1	0.05	1100.0	0.0	0.525	0.19062501	-0.044261187
0.1	0.05	1100.0	0.0	0.525	0.1921875	-0.038124144
0.1	0.05	1100.0	0.0	0.525	0.19375	-0.053034365
0.1	0.05	1100.0	0.0	0.525	0.1953125	-0.055443972
0.1	0.05	1100.0	0.0	0.525	0.196875	-0.06609216
0.1	0.05	1100.0	0.0	0.53749996	0.104687504	-87.63806
0.1	0.05	1100.0	0.0	0.53749996	0.10625	-86.50531
0.1	0.05	1100.0	0.0	0.53749996	0.1078125	-84.96547
0.1	0.05	1100.0	0.0	0.53749996	0.109375	-84.656006
0.1	0.05	1100.0	0.0	0.53749996	0.1109375	-83.12658
0.1	0.05	1100.0	0.0	0.53749996	0.112500004	-79.895966
0.1	0.05	1100.0	0.0	0.53749996	0.1140625	-76.903015
0.1	0.05	1100.0	0.0	0.53749996	0.115625	-76.31299
0.1	0.05	1100.0	0.0	0.53749996	0.1171875	-67.340645
0.1	0.05	1100.0	0.0	0.53749996	0.118750006	-65.07221
0.1	0.05	1100.0	0.0	0.53749996	0.120312504	-58.729748
0.1	0.05	1100.0	0.0	0.53749996	0.121875	-45.770336
0.1	0.05	1100.0	0.0	0.53749996	0.1234375	-48.664577
0.1	0.05	1100.0	0.0	0.53749996	0.125	-24.150642
0.1	0.05	1100.0	0.0	0.53749996	0.1265625	-28.240158
0.1	0.05	1100.0	0.0	0.53749996	0.128125	-0.6308812
0.1	0.05	1100.0	0.0	0.53749996	0.1296875	-0.13715881
0.1	0.05	1100.0	0.0	0.53749996	0.13125	0.034576163
