predator	prey	Robustness
1.0	93.42578	-24.428432
1.0	93.8125	-23.800444
1.0	94.19922	-22.541891
1.0	94.58594	-21.716297
1.0	94.97266	-19.426733
1.0	95.359375	-17.891972
1.0	95.74609	-21.142176
1.0	96.13281	-23.515795
1.0	96.51953	-20.951822
1.0	96.90625	-20.026102
1.0	97.29297	-21.210226
1.0	97.67969	-21.401218
1.0	98.453125	-22.015207
1.0	98.83984	-21.276735
1.0	99.22656	-21.46702
1.0	99.61328	-21.200888
1.0	100.0	-18.850346
1.3867188	1.0	-30.802027
1.3867188	1.3867188	-29.442116
1.3867188	1.7734375	-25.899885
1.3867188	2.1601562	-26.230284
1.3867188	2.546875	-25.927065
1.3867188	2.9335938	-23.818813
1.3867188	3.3203125	-28.928356
1.3867188	3.7070312	-25.404404
1.3867188	4.09375	-26.616081
1.3867188	4.4804688	-23.840172
1.3867188	4.8671875	-24.276611
1.3867188	5.2539062	-25.493896
1.3867188	5.640625	-27.423126
1.3867188	6.0273438	-27.3793
1.3867188	6.4140625	-25.595379
1.3867188	6.8007812	-21.037569
1.3867188	7.1875	-22.821218
1.3867188	7.5742188	-22.58263
1.3867188	7.9609375	-20.16372
1.3867188	8.347656	-19.606337
1.3867188	8.734375	-21.324646
1.3867188	9.121094	-24.293243
1.3867188	9.5078125	-24.024635
1.3867188	9.894531	-25.861954
1.3867188	10.28125	-25.250795
1.3867188	10.667969	-22.92698
1.3867188	11.0546875	-24.396202
1.3867188	11.441406	-23.23153
1.3867188	11.828125	-19.637291
1.3867188	12.214844	-24.67635
1.3867188	12.6015625	-20.926426
1.3867188	12.988281	-24.905254
1.3867188	13.375	-23.395218
1.3867188	13.761719	-21.748337
1.3867188	14.1484375	-22.836292
1.3867188	14.535156	-23.338196
1.3867188	14.921875	-21.569324
1.3867188	15.308594	-21.658527
1.3867188	15.6953125	-20.789684
1.3867188	16.082031	-18.175686
1.3867188	16.46875	-20.689436
1.3867188	16.855469	-19.924751
1.3867188	17.242188	-19.403343
1.3867188	17.628906	-20.304787
1.3867188	18.015625	-20.264187
1.3867188	18.402344	-19.42844
1.3867188	18.789062	-19.847992
1.3867188	19.175781	-19.25529
1.3867188	19.5625	-19.071644
1.3867188	19.949219	-17.996208
1.3867188	20.335938	-18.568094
1.3867188	20.722656	-17.919678
1.3867188	21.109375	-16.16232
1.3867188	21.496094	-17.380482
1.3867188	21.882812	-16.406975
1.3867188	22.269531	-16.035057
1.3867188	22.65625	-16.143974
1.3867188	23.042969	-17.167583
1.3867188	23.429688	-15.589302
1.3867188	23.816406	-15.612656
1.3867188	24.203125	-16.182034
1.3867188	24.589844	-14.790058
1.3867188	24.976562	-14.229282
1.3867188	25.363281	-14.986683
1.3867188	25.75	-14.360401
1.3867188	26.136719	-14.029041
1.3867188	26.523438	-14.245567
1.3867188	26.910156	-14.74617
1.3867188	27.296875	-14.869904
1.3867188	27.683594	-14.055878
1.3867188	28.070312	-14.474129
1.3867188	28.457031	-13.281166
1.3867188	28.84375	-12.507843
1.3867188	29.230469	-13.345089
1.3867188	29.617188	-13.563686
1.3867188	30.003906	-12.975964
1.3867188	30.390625	-13.266083
1.3867188	30.777344	-11.652706
1.3867188	31.164062	-11.311371
1.3867188	31.550781	-12.033829
1.3867188	31.9375	-12.286369
1.3867188	32.32422	-11.843975
1.3867188	32.710938	-10.576954
1.3867188	33.097656	-11.725746
1.3867188	33.484375	-11.533691
1.3867188	33.871094	-10.193047
1.3867188	34.257812	-10.324387
1.3867188	34.64453	-10.489067
1.3867188	35.03125	-11.267513
1.3867188	35.41797	-11.85075
1.3867188	35.804688	-11.523613
1.3867188	36.191406	-10.573986
1.3867188	36.578125	-11.62854
1.3867188	36.964844	-10.463886
1.3867188	37.351562	-10.50824
1.3867188	37.73828	-10.983112
1.3867188	38.125	-11.678886
1.3867188	38.51172	-9.891491
1.3867188	38.898438	-10.166019
1.3867188	39.285156	-10.07629
1.3867188	39.671875	-10.561516
1.3867188	40.058594	-10.733936
1.3867188	40.445312	-10.574707
1.3867188	40.83203	-9.76302
1.3867188	41.21875	-9.179302
1.3867188	41.60547	-10.608631
1.3867188	41.992188	-10.25362
1.3867188	42.378906	-11.252502
1.3867188	42.765625	-10.310837
1.3867188	43.152344	-10.592365
1.3867188	43.539062	-10.565392
1.3867188	43.92578	-11.178146
1.3867188	44.3125	-12.123539
1.3867188	44.69922	-10.654705
1.3867188	45.085938	-9.136559
1.3867188	45.472656	-11.519859
1.3867188	45.859375	-10.148884
1.3867188	46.246094	-9.835411
1.3867188	46.632812	-10.388142
1.3867188	47.01953	-10.482391
1.3867188	47.40625	-10.520287
1.3867188	47.79297	-10.556313
1.3867188	48.179688	-11.222939
1.3867188	48.566406	-10.82645
1.3867188	48.953125	-10.190674
1.3867188	49.339844	-10.563366
1.3867188	49.726562	-10.476444
1.3867188	50.11328	-10.716537
1.3867188	50.5	-10.621532
1.3867188	50.88672	-8.994801
1.3867188	51.273438	-10.615826
1.3867188	51.660156	-10.201084
1.3867188	52.046875	-9.171452
1.3867188	52.433594	-10.424526
1.3867188	52.820312	-11.409515
1.3867188	53.20703	-11.36311
1.3867188	53.59375	-10.266605
1.3867188	53.98047	-10.153267
1.3867188	54.367188	-10.571873
1.3867188	54.753906	-10.399769
1.3867188	55.140625	-12.280029
1.3867188	55.527344	-9.782211
1.3867188	55.914062	-10.247566
1.3867188	56.30078	-9.734177
1.3867188	56.6875	-10.041031
1.3867188	57.07422	-9.8299675
1.3867188	57.460938	-11.216984
1.3867188	57.847656	-11.324528
1.3867188	58.234375	-10.627636
1.3867188	58.621094	-10.7767105
1.3867188	59.007812	-11.669468
1.3867188	59.39453	-11.470364
1.3867188	59.78125	-11.398586
1.3867188	60.16797	-10.031193
1.3867188	60.554688	-11.936935
1.3867188	60.941406	-9.837826
1.3867188	61.328125	-9.453106
1.3867188	61.714844	-12.3016815
1.3867188	62.101562	-10.894432
1.3867188	62.48828	-12.718559
1.3867188	62.875	-11.709129
1.3867188	63.26172	-12.278339
1.3867188	63.648438	-12.618652
1.3867188	64.03516	-12.327389
1.3867188	64.421875	-12.287361
1.3867188	64.80859	-10.365219
1.3867188	65.19531	-11.976395
1.3867188	65.58203	-11.984024
1.3867188	65.96875	-11.57259
1.3867188	66.35547	-12.196106
1.3867188	67.12891	-13.138393
1.3867188	67.515625	-13.052616
1.3867188	67.90234	-10.743828
1.3867188	68.28906	-10.8113785
1.3867188	68.67578	-11.749424
1.3867188	69.0625	-10.337101
1.3867188	69.44922	-10.978699
1.3867188	69.83594	-10.669346
1.3867188	70.22266	-12.893387
1.3867188	70.609375	-10.548847
1.3867188	70.99609	-11.00333
1.3867188	71.38281	-10.572716
1.3867188	71.76953	-11.665176
1.3867188	72.15625	-11.353409
1.3867188	72.54297	-11.29332
1.3867188	72.92969	-10.6502
1.3867188	73.31641	-11.637993
1.3867188	73.703125	-11.830357
1.3867188	74.08984	-12.355549
1.3867188	74.86328	-11.867435
1.3867188	75.25	-12.107773
1.3867188	75.63672	-11.500961
1.3867188	76.41016	-11.9807205
1.3867188	76.796875	-12.555016
1.3867188	77.18359	-12.825321
1.3867188	77.57031	-11.87944
1.3867188	77.95703	-12.527119
1.3867188	78.34375	-12.640415
1.3867188	78.73047	-12.510635
1.3867188	79.11719	-13.428352
1.3867188	79.50391	-14.109802
1.3867188	79.890625	-11.387463
1.3867188	80.27734	-11.671795
1.3867188	80.66406	-14.300045
1.3867188	81.05078	-13.358833
1.3867188	81.4375	-13.9433975
1.3867188	81.82422	-13.275532
1.3867188	82.21094	-14.184433
1.3867188	82.59766	-14.698509
1.3867188	82.984375	-14.72583
1.3867188	83.37109	-14.416416
1.3867188	83.75781	-14.535332
1.3867188	84.14453	-14.018681
1.3867188	84.53125	-14.607182
1.3867188	84.91797	-13.997852
1.3867188	85.69141	-14.254494
1.3867188	86.078125	-13.990047
1.3867188	86.46484	-13.617432
1.3867188	86.85156	-14.443699
1.3867188	87.23828	-13.92498
1.3867188	87.625	-13.580158
1.3867188	88.01172	-16.49229
1.3867188	88.39844	-13.988564
1.3867188	88.78516	-14.728687
1.3867188	89.171875	-14.295662
1.3867188	89.55859	-15.686508
1.3867188	89.94531	-15.790417
1.3867188	90.33203	-16.120438
1.3867188	90.71875	-14.889965
1.3867188	91.10547	-15.375687
1.3867188	91.49219	-15.931152
1.3867188	91.87891	-15.182133
1.3867188	92.265625	-15.149349
1.3867188	92.65234	-15.759102
1.3867188	93.03906	-15.635517
1.3867188	93.42578	-15.151321
1.3867188	93.8125	-15.930901
1.3867188	94.19922	-15.728142
1.3867188	94.58594	-15.534843
1.3867188	94.97266	-15.140652
1.3867188	95.359375	-15.675434
1.3867188	95.74609	-15.539814
1.3867188	96.13281	-16.212784
1.3867188	96.51953	-16.833782
1.3867188	96.90625	-17.22929
1.3867188	97.29297	-17.606117
1.3867188	97.67969	-16.484192
1.3867188	98.06641	-15.30418
1.3867188	98.453125	-16.5428
1.3867188	98.83984	-17.092194
1.3867188	99.22656	-15.889473
1.3867188	99.61328	-17.332596
1.3867188	100.0	-15.995163
1.7734375	1.0	-32.56685
1.7734375	1.3867188	-30.79879
1.7734375	1.7734375	-26.755701
1.7734375	2.1601562	-30.40805
1.7734375	2.546875	-27.849728
1.7734375	2.9335938	-23.452644
1.7734375	3.3203125	-27.628677
1.7734375	3.7070312	-26.709816
1.7734375	4.09375	-22.072582
1.7734375	4.4804688	-20.253654
1.7734375	4.8671875	-27.103773
1.7734375	5.2539062	-21.483856
1.7734375	5.640625	-25.24107
1.7734375	6.0273438	-21.683012
1.7734375	6.4140625	-24.324953
1.7734375	6.8007812	-26.729836
1.7734375	7.1875	-20.167877
1.7734375	7.5742188	-25.493488
1.7734375	7.9609375	-22.560627
1.7734375	8.347656	-25.211462
1.7734375	8.734375	-20.421577
1.7734375	9.121094	-21.57241
1.7734375	9.5078125	-23.509863
1.7734375	9.894531	-21.477507
1.7734375	10.28125	-21.920101
1.7734375	10.667969	-22.108685
1.7734375	11.0546875	-20.88451
1.7734375	11.441406	-21.445301
1.7734375	11.828125	-21.353252
1.7734375	12.214844	-20.305523
1.7734375	12.6015625	-21.230862
1.7734375	12.988281	-19.791107
1.7734375	13.375	-18.194431
1.7734375	13.761719	-19.380028
1.7734375	14.1484375	-17.757458
1.7734375	14.535156	-18.458355
1.7734375	14.921875	-16.448673
1.7734375	15.308594	-16.87817
1.7734375	15.6953125	-17.241016
1.7734375	16.082031	-15.382523
1.7734375	16.46875	-15.503101
1.7734375	16.855469	-13.856071
1.7734375	17.242188	-15.03693
1.7734375	17.628906	-15.944599
1.7734375	18.015625	-14.096886
1.7734375	18.402344	-15.336731
1.7734375	18.789062	-12.733231
1.7734375	19.175781	-12.975693
1.7734375	19.5625	-12.78344
1.7734375	19.949219	-12.88871
1.7734375	20.335938	-11.779972
1.7734375	20.722656	-12.104118
1.7734375	21.109375	-12.779247
1.7734375	21.496094	-11.572102
1.7734375	21.882812	-12.279175
1.7734375	22.269531	-11.408421
1.7734375	22.65625	-10.378578
1.7734375	23.042969	-10.178795
1.7734375	23.429688	-10.174419
1.7734375	23.816406	-9.905945
1.7734375	24.203125	-8.857964
1.7734375	24.589844	-7.5192566
1.7734375	24.976562	-8.471664
1.7734375	25.363281	-8.490345
1.7734375	25.75	-9.083618
1.7734375	26.136719	-9.272884
1.7734375	26.523438	-7.517288
1.7734375	26.910156	-7.223976
1.7734375	27.296875	-8.291328
1.7734375	27.683594	-8.656166
1.7734375	28.070312	-6.733486
1.7734375	28.457031	-5.759804
1.7734375	28.84375	-8.686825
1.7734375	29.230469	-6.564682
1.7734375	29.617188	-7.4361687
1.7734375	30.003906	-6.0218163
1.7734375	30.390625	-6.1870995
1.7734375	30.777344	-7.4513474
1.7734375	31.164062	-7.24942
1.7734375	31.550781	-5.631035
1.7734375	31.9375	-6.376877
1.7734375	32.32422	-5.9601097
1.7734375	32.710938	-5.1136475
1.7734375	33.097656	-5.768982
1.7734375	33.484375	-6.4112434
1.7734375	33.871094	-5.546093
1.7734375	34.257812	-5.698902
1.7734375	34.64453	-4.5891533
1.7734375	35.03125	-7.4562416
1.7734375	35.41797	-5.53883
1.7734375	35.804688	-4.1022415
1.7734375	36.191406	-3.8465385
1.7734375	36.578125	-5.1273193
1.7734375	36.964844	-5.0962524
1.7734375	37.351562	-5.383026
1.7734375	37.73828	-5.5480804
1.7734375	38.125	-3.3921814
1.7734375	38.51172	-3.833332
1.7734375	38.898438	-3.9053726
1.7734375	39.285156	-4.7201614
1.7734375	39.671875	-4.0926323
1.7734375	40.058594	-4.3388824
1.7734375	40.445312	-3.5405273
1.7734375	40.83203	-4.0635567
1.7734375	41.21875	-4.7405167
1.7734375	41.60547	-3.7619019
1.7734375	41.992188	-4.1492233
1.7734375	42.378906	-4.0197983
1.7734375	42.765625	-4.3396034
1.7734375	43.152344	-3.5139427
1.7734375	43.539062	-3.9839134
1.7734375	43.92578	-4.5622063
1.7734375	44.3125	-5.529846
1.7734375	44.69922	-5.5635223
1.7734375	45.085938	-5.102726
1.7734375	45.472656	-4.465637
1.7734375	45.859375	-5.158821
1.7734375	46.246094	-3.4798546
1.7734375	46.632812	-4.786438
1.7734375	47.01953	-5.0503387
1.7734375	47.40625	-3.9344063
1.7734375	47.79297	-5.605488
1.7734375	48.179688	-4.798828
1.7734375	48.566406	-5.606434
1.7734375	48.953125	-3.2421913
1.7734375	49.339844	-4.1917076
1.7734375	49.726562	-4.917389
1.7734375	50.11328	-4.517254
1.7734375	50.5	-3.7825584
1.7734375	50.88672	-5.0297546
1.7734375	51.273438	-4.6009445
1.7734375	51.660156	-4.2926865
1.7734375	52.046875	-4.044243
1.7734375	52.433594	-3.5419922
1.7734375	52.820312	-3.695713
1.7734375	53.20703	-4.136509
1.7734375	53.59375	-4.2454185
1.7734375	53.98047	-4.3600197
1.7734375	54.367188	-3.573223
1.7734375	54.753906	-4.036148
1.7734375	55.140625	-4.0314445
1.7734375	55.527344	-4.944767
1.7734375	55.914062	-4.7119026
1.7734375	56.30078	-3.3742294
1.7734375	56.6875	-5.3318176
1.7734375	57.07422	-4.3392296
1.7734375	57.460938	-4.90773
1.7734375	57.847656	-4.235344
1.7734375	58.234375	-5.4903793
1.7734375	58.621094	-5.045536
1.7734375	59.007812	-4.9181404
1.7734375	59.39453	-5.6875877
1.7734375	59.78125	-4.66156
1.7734375	60.16797	-5.233368
1.7734375	60.554688	-5.3834305
1.7734375	60.941406	-2.936596
1.7734375	61.328125	-3.7205353
1.7734375	61.714844	-5.9596176
1.7734375	62.101562	-4.8981476
1.7734375	62.48828	-4.261368
1.7734375	62.875	-5.6577873
1.7734375	63.26172	-4.1125107
1.7734375	63.648438	-5.229347
1.7734375	64.03516	-5.1171
1.7734375	64.421875	-6.1548996
1.7734375	64.80859	-4.271618
1.7734375	65.19531	-4.3364525
1.7734375	65.58203	-4.4422264
1.7734375	65.96875	-4.5510597
1.7734375	66.35547	-4.662277
1.7734375	66.74219	-4.064274
1.7734375	67.12891	-5.0797997
1.7734375	67.515625	-4.7553596
1.7734375	67.90234	-4.5214653
1.7734375	68.28906	-5.0221596
1.7734375	68.67578	-4.5146027
1.7734375	69.0625	-5.058689
1.7734375	69.44922	-4.6341057
1.7734375	69.83594	-5.0707474
1.7734375	70.22266	-4.7635
1.7734375	70.609375	-4.873493
1.7734375	70.99609	-5.2616196
1.7734375	71.38281	-4.7398834
1.7734375	71.76953	-5.6247864
1.7734375	72.15625	-6.9975014
1.7734375	72.54297	-4.922516
1.7734375	72.92969	-6.8919106
1.7734375	73.31641	-6.761101
1.7734375	73.703125	-8.007305
1.7734375	74.08984	-6.017536
1.7734375	74.47656	-6.0463524
1.7734375	74.86328	-6.436455
1.7734375	75.25	-6.6368637
1.7734375	75.63672	-4.979805
1.7734375	76.02344	-7.435791
1.7734375	76.41016	-6.3527184
1.7734375	76.796875	-7.1599045
1.7734375	77.18359	-5.676056
1.7734375	77.57031	-8.187325
1.7734375	77.95703	-7.498234
1.7734375	78.34375	-7.7110825
1.7734375	78.73047	-7.2984962
1.7734375	79.11719	-6.9496727
1.7734375	79.50391	-7.034706
1.7734375	79.890625	-7.2330246
1.7734375	80.27734	-7.1427994
1.7734375	80.66406	-7.43956
1.7734375	81.05078	-7.1490364
1.7734375	81.4375	-7.0707283
1.7734375	81.82422	-7.9082527
1.7734375	82.21094	-7.284321
1.7734375	82.59766	-7.142647
1.7734375	82.984375	-8.646896
1.7734375	83.37109	-7.858242
1.7734375	83.75781	-8.881741
1.7734375	84.14453	-7.825821
1.7734375	84.53125	-7.535881
1.7734375	84.91797	-7.021145
1.7734375	85.30469	-8.722416
1.7734375	85.69141	-8.071915
1.7734375	86.078125	-7.1628838
1.7734375	86.46484	-7.4397316
1.7734375	86.85156	-9.132977
1.7734375	87.23828	-7.6651
1.7734375	87.625	-9.828873
1.7734375	88.01172	-10.056965
1.7734375	88.39844	-9.7740555
1.7734375	88.78516	-9.8331375
1.7734375	89.171875	-9.966225
1.7734375	89.55859	-10.498047
1.7734375	89.94531	-9.691513
1.7734375	90.33203	-9.635811
1.7734375	90.71875	-9.34346
1.7734375	91.10547	-9.639271
1.7734375	91.49219	-9.383438
1.7734375	91.87891	-10.397236
1.7734375	92.265625	-11.04179
1.7734375	92.65234	-10.827259
1.7734375	93.03906	-11.331051
1.7734375	93.42578	-10.593746
1.7734375	93.8125	-10.437016
1.7734375	94.19922	-11.839935
1.7734375	94.58594	-11.192669
1.7734375	94.97266	-10.35358
1.7734375	95.359375	-10.573254
1.7734375	95.74609	-11.184956
1.7734375	96.13281	-10.865467
1.7734375	96.51953	-10.959728
1.7734375	96.90625	-11.692413
1.7734375	97.29297	-11.538235
1.7734375	97.67969	-11.931583
1.7734375	98.06641	-12.398666
1.7734375	98.453125	-12.6140785
1.7734375	98.83984	-12.588669
1.7734375	99.22656	-12.289265
1.7734375	99.61328	-11.004772
1.7734375	100.0	-12.291897
2.1601562	1.0	-32.071472
2.1601562	1.3867188	-28.05568
2.1601562	1.7734375	-29.556381
2.1601562	2.1601562	-28.230808
2.1601562	2.546875	-19.553131
2.1601562	2.9335938	-22.006214
2.1601562	3.3203125	-23.989288
2.1601562	3.7070312	-21.568714
2.1601562	4.09375	-24.229126
2.1601562	4.4804688	-27.418549
2.1601562	4.8671875	-21.896042
2.1601562	5.2539062	-25.777527
2.1601562	5.640625	-17.700737
2.1601562	6.0273438	-22.190975
2.1601562	6.4140625	-21.168846
2.1601562	6.8007812	-21.691912
2.1601562	7.1875	-23.873377
2.1601562	7.5742188	-19.792805
2.1601562	7.9609375	-21.026558
2.1601562	8.347656	-20.42569
2.1601562	8.734375	-21.544855
2.1601562	9.121094	-20.746883
2.1601562	9.5078125	-20.538624
2.1601562	9.894531	-18.894104
2.1601562	10.28125	-19.450306
2.1601562	10.667969	-18.41438
2.1601562	11.0546875	-17.96276
2.1601562	11.441406	-18.388863
2.1601562	11.828125	-17.366943
2.1601562	12.214844	-15.105858
2.1601562	12.6015625	-15.780334
2.1601562	12.988281	-15.771896
2.1601562	13.375	-14.562996
2.1601562	13.761719	-14.366936
2.1601562	14.1484375	-12.819256
2.1601562	14.535156	-13.715107
2.1601562	14.921875	-12.575462
2.1601562	15.308594	-11.184433
2.1601562	15.6953125	-11.995338
2.1601562	16.082031	-9.5781975
2.1601562	16.46875	-11.268597
2.1601562	16.855469	-9.601124
2.1601562	17.242188	-10.514893
2.1601562	17.628906	-9.588909
2.1601562	18.015625	-9.563747
2.1601562	18.402344	-9.766949
2.1601562	18.789062	-9.269669
2.1601562	19.175781	-8.941772
2.1601562	19.5625	-7.500084
2.1601562	19.949219	-8.263901
2.1601562	20.335938	-5.8768463
2.1601562	20.722656	-6.515747
2.1601562	21.109375	-5.9850082
2.1601562	21.496094	-6.2781067
2.1601562	21.882812	-4.433296
2.1601562	22.269531	-5.701584
2.1601562	22.65625	-3.682251
2.1601562	23.042969	-6.5714035
2.1601562	23.429688	-4.874733
2.1601562	23.816406	-6.0862694
2.1601562	24.203125	-2.4488945
2.1601562	24.589844	-2.7014961
2.1601562	24.976562	-3.6187706
2.1601562	25.363281	-4.221676
2.1601562	25.75	-2.2659492
2.1601562	26.136719	-2.4874954
2.1601562	26.523438	-3.174717
2.1601562	26.910156	-2.6330528
2.1601562	27.296875	-2.4596024
2.1601562	27.683594	-2.506134
2.1601562	28.070312	-1.346035
2.1601562	28.457031	-2.8609924
2.1601562	28.84375	-2.2459068
2.1601562	29.230469	-3.3125458
2.1601562	29.617188	-3.697029
2.1601562	30.003906	-1.5126228
2.1601562	30.390625	-3.1036568
2.1601562	30.777344	-1.1749077
2.1601562	31.164062	-2.361477
2.1601562	31.550781	-1.1526604
2.1601562	31.9375	-2.303955
2.1601562	32.32422	-2.7764702
2.1601562	32.710938	-2.5644646
2.1601562	33.097656	-1.8142967
2.1601562	33.484375	-1.9943619
2.1601562	33.871094	-1.3624382
2.1601562	34.257812	0.1768837
2.1601562	34.64453	-0.97836304
2.1601562	35.03125	-0.6167755
2.1601562	35.41797	-1.16325
2.1601562	35.804688	-0.46959686
2.1601562	36.191406	-2.3117294
